original_link_id,bus_priority_link_id,original_modes,bus_priority_modes,original_capacity,bus_priority_capacity,original_permlanes,bus_priority_permlanes
l_10330_0_f,busprio_l_10330_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10330_0_r,busprio_l_10330_0_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10331_0_f,busprio_l_10331_0_f,"car,pt",pt,3750.0,3750.0,2.5,2.5
l_10331_0_r,busprio_l_10331_0_r,"car,pt",pt,3750.0,3750.0,2.5,2.5
l_10332_0_f,busprio_l_10332_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10332_0_r,busprio_l_10332_0_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10332_1_f,busprio_l_10332_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10332_1_r,busprio_l_10332_1_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10332_2_f,busprio_l_10332_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10332_2_r,busprio_l_10332_2_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10332_3_f,busprio_l_10332_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10332_3_r,busprio_l_10332_3_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10332_4_f,busprio_l_10332_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10332_4_r,busprio_l_10332_4_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10332_5_f,busprio_l_10332_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10332_5_r,busprio_l_10332_5_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10332_6_f,busprio_l_10332_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10332_6_r,busprio_l_10332_6_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10333_0_f,busprio_l_10333_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10333_0_r,busprio_l_10333_0_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10335_0_f,busprio_l_10335_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10342_1_f,busprio_l_10342_1_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10342_1_r,busprio_l_10342_1_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10344_0_f,busprio_l_10344_0_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10344_1_f,busprio_l_10344_1_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10344_2_f,busprio_l_10344_2_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10346_0_f,busprio_l_10346_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10347_0_f,busprio_l_10347_0_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10347_1_f,busprio_l_10347_1_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10348_0_f,busprio_l_10348_0_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_10348_1_f,busprio_l_10348_1_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_10349_0_f,busprio_l_10349_0_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_10351_0_f,busprio_l_10351_0_f,"car,pt",pt,7200.0,7200.0,4.0,4.0
l_10353_0_f,busprio_l_10353_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_10354_0_f,busprio_l_10354_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10355_0_f,busprio_l_10355_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10356_0_f,busprio_l_10356_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_10359_0_f,busprio_l_10359_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10360_0_f,busprio_l_10360_0_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10361_0_f,busprio_l_10361_0_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_10361_1_f,busprio_l_10361_1_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_10362_0_f,busprio_l_10362_0_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10362_1_f,busprio_l_10362_1_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10364_0_r,busprio_l_10364_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10364_1_r,busprio_l_10364_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10364_2_f,busprio_l_10364_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10364_3_f,busprio_l_10364_3_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10364_3_r,busprio_l_10364_3_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10365_0_f,busprio_l_10365_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10365_1_f,busprio_l_10365_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10365_1_r,busprio_l_10365_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10367_0_f,busprio_l_10367_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10367_1_r,busprio_l_10367_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_1036_0_f,busprio_l_1036_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1036_1_f,busprio_l_1036_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1036_2_f,busprio_l_1036_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1036_3_f,busprio_l_1036_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1036_4_f,busprio_l_1036_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1036_5_f,busprio_l_1036_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1036_6_f,busprio_l_1036_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1036_7_f,busprio_l_1036_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1036_8_f,busprio_l_1036_8_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1036_9_f,busprio_l_1036_9_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10373_0_f,busprio_l_10373_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10373_0_r,busprio_l_10373_0_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10373_1_f,busprio_l_10373_1_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10376_1_f,busprio_l_10376_1_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10376_1_r,busprio_l_10376_1_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10377_0_f,busprio_l_10377_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10377_1_f,busprio_l_10377_1_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10377_2_f,busprio_l_10377_2_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10377_3_f,busprio_l_10377_3_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10377_4_f,busprio_l_10377_4_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10377_5_f,busprio_l_10377_5_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10377_6_f,busprio_l_10377_6_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_1037_0_f,busprio_l_1037_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1037_1_f,busprio_l_1037_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1037_2_f,busprio_l_1037_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1037_3_f,busprio_l_1037_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1037_4_f,busprio_l_1037_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1037_5_f,busprio_l_1037_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1037_6_f,busprio_l_1037_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10387_2_f,busprio_l_10387_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_10389_0_f,busprio_l_10389_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_1038_0_f,busprio_l_1038_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10390_0_f,busprio_l_10390_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10390_0_r,busprio_l_10390_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10390_1_r,busprio_l_10390_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10392_1_f,busprio_l_10392_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10392_1_r,busprio_l_10392_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10396_0_f,busprio_l_10396_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10396_0_r,busprio_l_10396_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10396_1_f,busprio_l_10396_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10396_1_r,busprio_l_10396_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10397_0_f,busprio_l_10397_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10397_0_r,busprio_l_10397_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10398_0_f,busprio_l_10398_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10398_0_r,busprio_l_10398_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10399_0_f,busprio_l_10399_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10399_0_r,busprio_l_10399_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_103_0_f,busprio_l_103_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_103_1_f,busprio_l_103_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10400_0_f,busprio_l_10400_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10400_0_r,busprio_l_10400_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10400_1_f,busprio_l_10400_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10400_1_r,busprio_l_10400_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10401_0_f,busprio_l_10401_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10401_0_r,busprio_l_10401_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10406_0_f,busprio_l_10406_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10407_0_f,busprio_l_10407_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10408_0_f,busprio_l_10408_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10408_1_f,busprio_l_10408_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10409_0_f,busprio_l_10409_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1040_0_f,busprio_l_1040_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_1040_2_f,busprio_l_1040_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10410_0_f,busprio_l_10410_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10410_1_f,busprio_l_10410_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10411_0_f,busprio_l_10411_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10414_0_f,busprio_l_10414_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10414_0_r,busprio_l_10414_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10414_1_f,busprio_l_10414_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10414_1_r,busprio_l_10414_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10415_0_f,busprio_l_10415_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10415_0_r,busprio_l_10415_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10418_0_f,busprio_l_10418_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10418_0_r,busprio_l_10418_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10419_0_f,busprio_l_10419_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10419_0_r,busprio_l_10419_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_1041_0_f,busprio_l_1041_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_1041_0_r,busprio_l_1041_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_1041_1_r,busprio_l_1041_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10420_0_r,busprio_l_10420_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10421_0_r,busprio_l_10421_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10422_0_f,busprio_l_10422_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10422_1_f,busprio_l_10422_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10423_0_f,busprio_l_10423_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1042_0_f,busprio_l_1042_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_1042_0_r,busprio_l_1042_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_1042_1_f,busprio_l_1042_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_1042_2_f,busprio_l_1042_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_1042_3_f,busprio_l_1042_3_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_1043_0_f,busprio_l_1043_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_1043_1_f,busprio_l_1043_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_1043_2_f,busprio_l_1043_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_10448_0_f,busprio_l_10448_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10448_0_r,busprio_l_10448_0_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10449_0_r,busprio_l_10449_0_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_1044_0_f,busprio_l_1044_0_f,"car,pt",pt,3600.0,3600.0,2.0,2.0
l_1044_1_f,busprio_l_1044_1_f,"car,pt",pt,3600.0,3600.0,2.0,2.0
l_10450_0_f,busprio_l_10450_0_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_10459_0_f,busprio_l_10459_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10463_2_f,busprio_l_10463_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10464_0_f,busprio_l_10464_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10466_2_f,busprio_l_10466_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_1048_0_f,busprio_l_1048_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10490_1_f,busprio_l_10490_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10490_1_r,busprio_l_10490_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10491_0_f,busprio_l_10491_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10491_0_r,busprio_l_10491_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10491_1_f,busprio_l_10491_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10491_1_r,busprio_l_10491_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10492_0_f,busprio_l_10492_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10493_0_f,busprio_l_10493_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10496_1_f,busprio_l_10496_1_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10497_0_f,busprio_l_10497_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10498_0_f,busprio_l_10498_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10501_0_f,busprio_l_10501_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10502_0_f,busprio_l_10502_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10503_0_f,busprio_l_10503_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_1050_0_f,busprio_l_1050_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1050_1_f,busprio_l_1050_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1050_2_f,busprio_l_1050_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1050_3_f,busprio_l_1050_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1050_4_f,busprio_l_1050_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1050_5_f,busprio_l_1050_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1050_6_f,busprio_l_1050_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1051_0_f,busprio_l_1051_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1052_0_f,busprio_l_1052_0_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_1052_1_f,busprio_l_1052_1_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_1053_0_f,busprio_l_1053_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1054_0_f,busprio_l_1054_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1054_1_f,busprio_l_1054_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1054_2_f,busprio_l_1054_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1054_3_f,busprio_l_1054_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1054_4_f,busprio_l_1054_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1054_5_f,busprio_l_1054_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1054_6_f,busprio_l_1054_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1054_7_f,busprio_l_1054_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1054_8_f,busprio_l_1054_8_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1055_0_f,busprio_l_1055_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1055_1_f,busprio_l_1055_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10565_0_f,busprio_l_10565_0_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_1056_0_f,busprio_l_1056_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10570_0_f,busprio_l_10570_0_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_10570_1_f,busprio_l_10570_1_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_10570_2_f,busprio_l_10570_2_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_10570_6_f,busprio_l_10570_6_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_10571_0_r,busprio_l_10571_0_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_10572_0_r,busprio_l_10572_0_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_10579_0_f,busprio_l_10579_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1057_0_f,busprio_l_1057_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10580_0_f,busprio_l_10580_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10581_0_f,busprio_l_10581_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10583_0_f,busprio_l_10583_0_f,"car,pt",pt,8000.0,8000.0,4.0,4.0
l_10583_1_f,busprio_l_10583_1_f,"car,pt",pt,8000.0,8000.0,4.0,4.0
l_10584_0_f,busprio_l_10584_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_10585_0_f,busprio_l_10585_0_f,"car,pt",pt,8000.0,8000.0,4.0,4.0
l_10586_0_f,busprio_l_10586_0_f,"car,pt",pt,8000.0,8000.0,4.0,4.0
l_10587_0_f,busprio_l_10587_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10587_1_f,busprio_l_10587_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10588_0_f,busprio_l_10588_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10589_0_f,busprio_l_10589_0_f,"car,pt",pt,8000.0,8000.0,4.0,4.0
l_1058_0_f,busprio_l_1058_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10590_0_f,busprio_l_10590_0_f,"car,pt",pt,8000.0,8000.0,4.0,4.0
l_10591_0_f,busprio_l_10591_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_10592_0_f,busprio_l_10592_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10592_1_f,busprio_l_10592_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10592_2_f,busprio_l_10592_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10593_0_f,busprio_l_10593_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10593_1_f,busprio_l_10593_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10593_2_f,busprio_l_10593_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10594_0_f,busprio_l_10594_0_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10595_0_f,busprio_l_10595_0_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_10597_0_f,busprio_l_10597_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10598_0_f,busprio_l_10598_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10599_0_f,busprio_l_10599_0_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_10599_1_f,busprio_l_10599_1_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_1059_0_f,busprio_l_1059_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10600_0_f,busprio_l_10600_0_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10600_1_f,busprio_l_10600_1_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10600_2_f,busprio_l_10600_2_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10600_3_f,busprio_l_10600_3_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10601_0_f,busprio_l_10601_0_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10601_1_f,busprio_l_10601_1_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10601_2_f,busprio_l_10601_2_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10601_3_f,busprio_l_10601_3_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10602_0_f,busprio_l_10602_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10603_0_f,busprio_l_10603_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_10604_0_f,busprio_l_10604_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_10605_0_f,busprio_l_10605_0_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10607_0_f,busprio_l_10607_0_f,"car,pt",pt,10000.0,10000.0,5.0,5.0
l_10608_0_f,busprio_l_10608_0_f,"car,pt",pt,8000.0,8000.0,4.0,4.0
l_10609_0_f,busprio_l_10609_0_f,"car,pt",pt,8000.0,8000.0,4.0,4.0
l_1060_0_f,busprio_l_1060_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10613_0_f,busprio_l_10613_0_f,"car,pt",pt,10000.0,10000.0,5.0,5.0
l_10614_0_f,busprio_l_10614_0_f,"car,pt",pt,6600.0,6600.0,3.0,3.0
l_10615_0_f,busprio_l_10615_0_f,"car,pt",pt,6600.0,6600.0,3.0,3.0
l_10616_0_f,busprio_l_10616_0_f,"car,pt",pt,6600.0,6600.0,3.0,3.0
l_10617_0_f,busprio_l_10617_0_f,"car,pt",pt,6600.0,6600.0,3.0,3.0
l_10618_0_f,busprio_l_10618_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_1061_0_f,busprio_l_1061_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10621_0_f,busprio_l_10621_0_f,"car,pt",pt,6600.0,6600.0,3.0,3.0
l_10621_1_f,busprio_l_10621_1_f,"car,pt",pt,6600.0,6600.0,3.0,3.0
l_10622_0_f,busprio_l_10622_0_f,"car,pt",pt,8800.0,8800.0,4.0,4.0
l_10625_0_f,busprio_l_10625_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10628_0_f,busprio_l_10628_0_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_10629_0_f,busprio_l_10629_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_1062_0_f,busprio_l_1062_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1062_0_r,busprio_l_1062_0_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1062_1_r,busprio_l_1062_1_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1062_2_f,busprio_l_1062_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1062_2_r,busprio_l_1062_2_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1062_3_f,busprio_l_1062_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1062_3_r,busprio_l_1062_3_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10644_0_f,busprio_l_10644_0_f,"car,pt",pt,1800.0,3600.0,1.0,1.0
l_10645_1_f,busprio_l_10645_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10645_2_f,busprio_l_10645_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10646_0_f,busprio_l_10646_0_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_10647_0_f,busprio_l_10647_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10649_0_f,busprio_l_10649_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10649_0_r,busprio_l_10649_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10658_0_f,busprio_l_10658_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10658_1_f,busprio_l_10658_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10661_0_f,busprio_l_10661_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10661_1_f,busprio_l_10661_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_10663_0_f,busprio_l_10663_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10665_0_f,busprio_l_10665_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_10671_0_f,busprio_l_10671_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10671_1_f,busprio_l_10671_1_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_10675_0_f,busprio_l_10675_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_10676_0_f,busprio_l_10676_0_f,"car,pt",pt,4000.0,4000.0,2.0,2.0
l_10687_0_f,busprio_l_10687_0_f,"car,pt",pt,11000.0,11000.0,5.0,5.0
l_1068_0_f,busprio_l_1068_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1068_10_f,busprio_l_1068_10_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_1068_1_f,busprio_l_1068_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
