scenario,population_group,activity_purpose,departure_period,origin_tcs_zone,distance_band,tour_leg_count,candidate_tours,candidate_legs,ideal_taxi_legs,allocated_taxi_leg_quota,quota_remainder,selected_tours,selected_taxi_legs
low,resident,dining,03_evening_peak_1600_1959,18,03_10_20km,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,03_evening_peak_1600_1959,18,04_20km_plus,2,8,16,12.301276065981948,12,0.30127606598194845,6,12
low,resident,dining,03_evening_peak_1600_1959,19,00_0_2km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,03_evening_peak_1600_1959,19,01_2_5km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,03_evening_peak_1600_1959,19,02_5_10km,2,6,12,9.225957049486462,9,0.22595704948646222,4,8
low,resident,dining,03_evening_peak_1600_1959,19,03_10_20km,2,24,48,36.90382819794585,37,0.9038281979458489,18,36
low,resident,dining,03_evening_peak_1600_1959,19,04_20km_plus,2,13,26,19.989573607220667,20,0.9895736072206667,10,20
low,resident,dining,03_evening_peak_1600_1959,20,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,03_evening_peak_1600_1959,20,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,03_evening_peak_1600_1959,20,02_5_10km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,03_evening_peak_1600_1959,20,03_10_20km,2,7,14,10.763616557734204,11,0.7636165577342044,6,12
low,resident,dining,03_evening_peak_1600_1959,20,04_20km_plus,2,10,20,15.376595082477435,15,0.3765950824774347,7,14
low,resident,dining,03_evening_peak_1600_1959,21,00_0_2km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,03_evening_peak_1600_1959,21,02_5_10km,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,03_evening_peak_1600_1959,21,03_10_20km,2,15,30,23.06489262371615,23,0.06489262371615112,12,24
low,resident,dining,03_evening_peak_1600_1959,21,04_20km_plus,2,8,16,12.301276065981948,12,0.30127606598194845,6,12
low,resident,dining,03_evening_peak_1600_1959,22,00_0_2km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,03_evening_peak_1600_1959,22,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,03_evening_peak_1600_1959,22,04_20km_plus,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,03_evening_peak_1600_1959,23,01_2_5km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,03_evening_peak_1600_1959,23,02_5_10km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,03_evening_peak_1600_1959,23,03_10_20km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,03_evening_peak_1600_1959,23,04_20km_plus,2,7,14,10.763616557734204,11,0.7636165577342044,5,10
low,resident,dining,03_evening_peak_1600_1959,24,02_5_10km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,03_evening_peak_1600_1959,24,04_20km_plus,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,03_evening_peak_1600_1959,25,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,03_evening_peak_1600_1959,26,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,04_night_2000_2359,1,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,1,01_2_5km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,04_night_2000_2359,1,02_5_10km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,04_night_2000_2359,1,03_10_20km,2,4,8,6.150638032990974,6,0.15063803299097422,2,4
low,resident,dining,04_night_2000_2359,2,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,2,03_10_20km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,04_night_2000_2359,3,00_0_2km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,04_night_2000_2359,3,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,3,03_10_20km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,04_night_2000_2359,3,04_20km_plus,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,04_night_2000_2359,4,00_0_2km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,04_night_2000_2359,4,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,4,03_10_20km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,04_night_2000_2359,5,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,5,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,6,02_5_10km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,04_night_2000_2359,6,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,7,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,7,02_5_10km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,04_night_2000_2359,7,03_10_20km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,04_night_2000_2359,7,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,8,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,04_night_2000_2359,8,01_2_5km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,04_night_2000_2359,8,02_5_10km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,04_night_2000_2359,9,00_0_2km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,04_night_2000_2359,9,01_2_5km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,9,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,04_night_2000_2359,9,03_10_20km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,04_night_2000_2359,9,04_20km_plus,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,04_night_2000_2359,10,02_5_10km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,04_night_2000_2359,10,03_10_20km,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,04_night_2000_2359,10,04_20km_plus,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,04_night_2000_2359,11,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,11,04_20km_plus,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,04_night_2000_2359,12,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,04_night_2000_2359,12,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,13,04_20km_plus,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,04_night_2000_2359,14,01_2_5km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,04_night_2000_2359,14,02_5_10km,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,04_night_2000_2359,14,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,04_night_2000_2359,14,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,16,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,0,0
low,resident,dining,04_night_2000_2359,17,03_10_20km,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,04_night_2000_2359,17,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,18,00_0_2km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,18,04_20km_plus,2,4,8,6.150638032990974,6,0.15063803299097422,3,6
low,resident,dining,04_night_2000_2359,19,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,19,03_10_20km,2,10,20,15.376595082477435,15,0.3765950824774347,8,16
low,resident,dining,04_night_2000_2359,20,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,20,03_10_20km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,20,04_20km_plus,2,3,6,4.612978524743231,5,0.6129785247432311,2,4
low,resident,dining,04_night_2000_2359,21,02_5_10km,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining,04_night_2000_2359,21,03_10_20km,2,5,10,7.688297541238717,8,0.6882975412387173,4,8
low,resident,dining,04_night_2000_2359,21,04_20km_plus,2,2,4,3.075319016495487,3,0.07531901649548711,1,2
low,resident,dining,04_night_2000_2359,23,04_20km_plus,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,04_night_2000_2359,24,03_10_20km,2,2,4,3.075319016495487,3,0.07531901649548711,2,4
low,resident,dining,04_night_2000_2359,24,04_20km_plus,2,1,2,1.5376595082477436,2,0.5376595082477436,1,2
low,resident,dining>dining,01_morning_0600_0959,1,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,01_morning_0600_0959,2,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,01_morning_0600_0959,3,01_2_5km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,01_morning_0600_0959,5,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,01_morning_0600_0959,5,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,01_morning_0600_0959,7,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,01_morning_0600_0959,10,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,01_morning_0600_0959,21,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,1,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,1,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>dining,02_midday_1000_1559,2,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,2,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,3,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,3,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,6,02_5_10km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>dining,02_midday_1000_1559,7,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,8,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,8,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,9,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>dining,02_midday_1000_1559,12,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,16,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,17,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,19,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>dining,02_midday_1000_1559,21,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,21,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,24,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,02_midday_1000_1559,24,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,1,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,1,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>dining,03_evening_peak_1600_1959,2,02_5_10km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>dining,03_evening_peak_1600_1959,3,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,3,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,5,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,7,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>dining,03_evening_peak_1600_1959,8,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,8,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>dining,03_evening_peak_1600_1959,8,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,9,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,9,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>dining,03_evening_peak_1600_1959,13,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,13,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,14,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,15,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,17,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,19,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,19,04_20km_plus,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,dining>dining,03_evening_peak_1600_1959,20,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,20,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,03_evening_peak_1600_1959,21,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>dining,03_evening_peak_1600_1959,21,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>dining,04_night_2000_2359,2,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,04_night_2000_2359,4,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,04_night_2000_2359,7,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,04_night_2000_2359,9,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,04_night_2000_2359,9,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,04_night_2000_2359,10,01_2_5km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,04_night_2000_2359,19,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,04_night_2000_2359,20,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,04_night_2000_2359,21,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,04_night_2000_2359,21,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>dining,04_night_2000_2359,24,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,01_morning_0600_0959,1,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,01_morning_0600_0959,1,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,01_morning_0600_0959,1,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,01_morning_0600_0959,2,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,01_morning_0600_0959,3,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,01_morning_0600_0959,3,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,01_morning_0600_0959,6,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,01_morning_0600_0959,8,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,01_morning_0600_0959,8,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,01_morning_0600_0959,11,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,01_morning_0600_0959,15,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,01_morning_0600_0959,21,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,01_morning_0600_0959,22,04_20km_plus,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,02_midday_1000_1559,1,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>leisure,02_midday_1000_1559,1,04_20km_plus,3,4,12,9.225957049486462,9,0.22595704948646222,3,9
low,resident,dining>leisure,02_midday_1000_1559,2,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>leisure,02_midday_1000_1559,3,03_10_20km,3,7,21,16.145424836601308,16,0.14542483660130756,5,15
low,resident,dining>leisure,02_midday_1000_1559,3,04_20km_plus,3,4,12,9.225957049486462,9,0.22595704948646222,3,9
low,resident,dining>leisure,02_midday_1000_1559,4,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>leisure,02_midday_1000_1559,4,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>leisure,02_midday_1000_1559,5,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,02_midday_1000_1559,5,03_10_20km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,02_midday_1000_1559,5,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>leisure,02_midday_1000_1559,6,02_5_10km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>leisure,02_midday_1000_1559,7,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,02_midday_1000_1559,7,03_10_20km,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,dining>leisure,02_midday_1000_1559,7,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>leisure,02_midday_1000_1559,8,02_5_10km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>leisure,02_midday_1000_1559,8,03_10_20km,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>leisure,02_midday_1000_1559,8,04_20km_plus,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,dining>leisure,02_midday_1000_1559,9,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
low,resident,dining>leisure,02_midday_1000_1559,9,03_10_20km,3,3,9,6.919467787114846,7,0.9194677871148462,2,6
low,resident,dining>leisure,02_midday_1000_1559,9,04_20km_plus,3,2,6,4.612978524743231,5,0.6129785247432311,2,6
low,resident,dining>leisure,02_midday_1000_1559,10,02_5_10km,3,1,3,2.3064892623716156,2,0.30648926237161556,1,3
