bus_stop_facility,metro_stop_facility,distance_m,transfer_time_s
bus_stop_350100010407_020_BV10208391,metro_stop_350100020612_008_BV10687403,171.216,202.68
bus_stop_350100010408_023_BV10208391,metro_stop_350100020612_008_BV10687403,242.159,261.799
bus_stop_350100010742_019_BV10208391,metro_stop_350100020612_008_BV10687403,171.216,202.68
bus_stop_350100010743_027_BV10208391,metro_stop_350100020612_008_BV10687403,242.159,261.799
bus_stop_900000224203_004_BV10208391,metro_stop_350100020612_008_BV10687403,171.216,202.68
bus_stop_900000224206_001_BV10208391,metro_stop_350100020612_008_BV10687403,242.159,261.799
bus_stop_350100010034_014_BV10208677,metro_stop_350100020612_009_BV10210902,296.447,307.039
bus_stop_350100010077_021_BV10208677,metro_stop_350100020612_009_BV10210902,296.447,307.039
bus_stop_350100010083_009_BV10208677,metro_stop_350100020612_009_BV10210902,296.447,307.039
bus_stop_350100010107_016_BV10208677,metro_stop_350100020612_009_BV10210902,296.447,307.039
bus_stop_350100010131_021_BV10208677,metro_stop_350100020612_009_BV10210902,296.447,307.039
bus_stop_350100010148_016_BV10208677,metro_stop_350100020612_009_BV10210902,296.447,307.039
bus_stop_350100010149_018_BV10208677,metro_stop_350100020612_009_BV10210902,296.447,307.039
bus_stop_350100010228_021_BV10208677,metro_stop_350100020612_009_BV10210902,296.447,307.039
bus_stop_900000157129_001_BV11472079,metro_stop_350100020612_009_BV10210902,298.875,309.062
bus_stop_900000157130_022_BV11472079,metro_stop_350100020612_009_BV10210902,294.936,305.78
bus_stop_900000172638_001_BV11472079,metro_stop_350100020612_009_BV10210902,298.875,309.062
bus_stop_900000172639_008_BV11472079,metro_stop_350100020612_009_BV10210902,294.936,305.78
bus_stop_350100010033_022_BV10208677,metro_stop_350100020612_009_BV10210902,254.625,272.188
bus_stop_350100010074_014_BV10208677,metro_stop_350100020612_009_BV10210902,254.625,272.188
bus_stop_350100010078_014_BV10208677,metro_stop_350100020612_009_BV10210902,254.625,272.188
bus_stop_350100010084_020_BV10208677,metro_stop_350100020612_009_BV10210902,254.625,272.188
bus_stop_350100010108_022_BV10208677,metro_stop_350100020612_009_BV10210902,254.625,272.188
bus_stop_350100010132_003_BV10208677,metro_stop_350100020612_009_BV10210902,254.625,272.188
bus_stop_350100010147_019_BV10208677,metro_stop_350100020612_009_BV10210902,254.625,272.188
bus_stop_350100010150_011_BV10208677,metro_stop_350100020612_009_BV10210902,254.625,272.188
bus_stop_350100010230_014_BV10208677,metro_stop_350100020612_009_BV10210902,267.538,282.948
bus_stop_350100010310_020_BV10208677,metro_stop_350100020612_009_BV10210902,254.625,272.188
bus_stop_350100010380_012_BV10208677,metro_stop_350100020612_009_BV10210902,254.625,272.188
bus_stop_350100010493_003_BV10208677,metro_stop_350100020612_009_BV10210902,254.625,272.188
bus_stop_900000000888_011_BV10208677,metro_stop_350100020612_009_BV10210902,254.625,272.188
bus_stop_900000206825_006_BV10208677,metro_stop_350100020612_009_BV10210902,253.993,271.661
bus_stop_350100010003_004_BV10809101,metro_stop_350100020612_009_BV10210902,26.404,90.0
bus_stop_350100010004_017_BV10809101,metro_stop_350100020612_009_BV10210902,201.859,228.216
bus_stop_350100010019_016_BV10809101,metro_stop_350100020612_009_BV10210902,201.859,228.216
bus_stop_350100010020_013_BV10809101,metro_stop_350100020612_009_BV10210902,26.404,90.0
bus_stop_350100010041_016_BV10809101,metro_stop_350100020612_009_BV10210902,201.859,228.216
bus_stop_350100010042_012_BV10809101,metro_stop_350100020612_009_BV10210902,26.404,90.0
bus_stop_350100010079_016_BV10809101,metro_stop_350100020612_009_BV10210902,26.404,90.0
bus_stop_350100010080_015_BV10809101,metro_stop_350100020612_009_BV10210902,201.859,228.216
bus_stop_350100010107_017_BV10809101,metro_stop_350100020612_009_BV10210902,201.859,228.216
bus_stop_350100010108_021_BV10809101,metro_stop_350100020612_009_BV10210902,26.404,90.0
bus_stop_350100010111_027_BV10809101,metro_stop_350100020612_009_BV10210902,201.859,228.216
bus_stop_350100010112_009_BV10809101,metro_stop_350100020612_009_BV10210902,26.404,90.0
bus_stop_350100010135_016_BV10809101,metro_stop_350100020612_009_BV10210902,201.859,228.216
bus_stop_350100010136_023_BV10809101,metro_stop_350100020612_009_BV10210902,26.404,90.0
bus_stop_900000112868_013_BV10809101,metro_stop_350100020612_009_BV10210902,26.404,90.0
bus_stop_900000161215_002_BV10809101,metro_stop_350100020612_009_BV10210902,201.859,228.216
bus_stop_900000161216_006_BV10809101,metro_stop_350100020612_009_BV10210902,26.404,90.0
bus_stop_900000206825_005_BV10809101,metro_stop_350100020612_009_BV10210902,26.202,90.0
bus_stop_350100010025_020_BV10208574,metro_stop_350100020612_009_BV10210902,283.667,296.389
bus_stop_350100010026_012_BV10208574,metro_stop_350100020612_009_BV10210902,289.18,300.983
bus_stop_350100010137_022_BV10208574,metro_stop_350100020612_009_BV10210902,283.667,296.389
bus_stop_350100010138_012_BV10208574,metro_stop_350100020612_009_BV10210902,289.18,300.983
bus_stop_350100010619_003_BV10208574,metro_stop_350100020612_009_BV10210902,283.667,296.389
bus_stop_350100010620_018_BV10208574,metro_stop_350100020612_009_BV10210902,289.18,300.983
bus_stop_900000254748_021_BV10208574,metro_stop_350100020612_009_BV10210902,289.18,300.983
bus_stop_900000254750_006_BV10208574,metro_stop_350100020612_009_BV10210902,289.18,300.983
bus_stop_350100010096_017_BV11541605,metro_stop_350100020612_010_BV10687399,245.25,264.375
bus_stop_350100010302_020_BV11541605,metro_stop_350100020612_010_BV10687399,245.25,264.375
bus_stop_350100010305_013_BV11541605,metro_stop_350100020612_010_BV10687399,245.25,264.375
bus_stop_350100010352_019_BV11541605,metro_stop_350100020612_010_BV10687399,245.25,264.375
bus_stop_900000094002_003_BV11541605,metro_stop_350100020612_010_BV10687399,245.25,264.375
bus_stop_350100010003_006_BV10208395,metro_stop_350100020612_010_BV10687399,168.968,200.807
bus_stop_350100010004_015_BV10208395,metro_stop_350100020612_010_BV10687399,83.57,129.641
bus_stop_350100010025_018_BV10208395,metro_stop_350100020612_010_BV10687399,83.57,129.641
bus_stop_350100010026_014_BV10208395,metro_stop_350100020612_010_BV10687399,168.968,200.807
bus_stop_350100010041_014_BV10208395,metro_stop_350100020612_010_BV10687399,66.845,115.704
bus_stop_350100010042_014_BV10208395,metro_stop_350100020612_010_BV10687399,168.968,200.807
bus_stop_350100010054_053_BV10208395,metro_stop_350100020612_010_BV10687399,83.57,129.641
bus_stop_350100010059_044_BV10208395,metro_stop_350100020612_010_BV10687399,83.57,129.641
bus_stop_350100010111_025_BV10208395,metro_stop_350100020612_010_BV10687399,66.845,115.704
bus_stop_350100010112_011_BV10208395,metro_stop_350100020612_010_BV10687399,168.968,200.807
bus_stop_350100010135_014_BV10208395,metro_stop_350100020612_010_BV10687399,66.845,115.704
bus_stop_350100010136_025_BV10208395,metro_stop_350100020612_010_BV10687399,168.968,200.807
bus_stop_350100010213_032_BV10208395,metro_stop_350100020612_010_BV10687399,83.57,129.641
bus_stop_350100010217_002_BV10208395,metro_stop_350100020612_010_BV10687399,168.968,200.807
bus_stop_350100010237_030_BV10208395,metro_stop_350100020612_010_BV10687399,66.845,115.704
bus_stop_350100010242_002_BV10208395,metro_stop_350100020612_010_BV10687399,168.968,200.807
bus_stop_350100010255_007_BV10208395,metro_stop_350100020612_010_BV10687399,168.968,200.807
bus_stop_350100010278_012_BV10208395,metro_stop_350100020612_010_BV10687399,168.968,200.807
bus_stop_350100010279_021_BV10208395,metro_stop_350100020612_010_BV10687399,83.57,129.641
bus_stop_350100010304_018_BV09091864,metro_stop_350100020612_010_BV10687399,83.57,129.641
bus_stop_350100010305_012_BV10208395,metro_stop_350100020612_010_BV10687399,168.968,200.807
bus_stop_350100010326_002_BV10208395,metro_stop_350100020612_010_BV10687399,168.968,200.807
bus_stop_350100010327_024_BV10208395,metro_stop_350100020612_010_BV10687399,66.845,115.704
bus_stop_350100010624_002_BV10208395,metro_stop_350100020612_010_BV10687399,168.968,200.807
bus_stop_350100010625_034_BV10208395,metro_stop_350100020612_010_BV10687399,66.845,115.704
bus_stop_900000025642_034_BV10208395,metro_stop_350100020612_010_BV10687399,83.57,129.641
bus_stop_900000094001_031_BV10208395,metro_stop_350100020612_010_BV10687399,83.57,129.641
bus_stop_900000094002_002_BV10208395,metro_stop_350100020612_010_BV10687399,168.968,200.807
bus_stop_900000254748_023_BV09535500,metro_stop_350100020612_010_BV10687399,168.968,200.807
bus_stop_900000254750_004_BV09535500,metro_stop_350100020612_010_BV10687399,83.57,129.641
bus_stop_350100010237_029_BV10209150,metro_stop_350100020612_010_BV10687399,180.334,210.278
bus_stop_350100010242_003_BV10209150,metro_stop_350100020612_010_BV10687399,186.472,215.393
bus_stop_350100010250_017_BV10209150,metro_stop_350100020612_010_BV10687399,180.334,210.278
bus_stop_350100010255_008_BV10209150,metro_stop_350100020612_010_BV10687399,186.472,215.393
bus_stop_350100010302_019_BV10209150,metro_stop_350100020612_010_BV10687399,180.334,210.278
bus_stop_350100010303_008_BV10209150,metro_stop_350100020612_010_BV10687399,186.472,215.393
bus_stop_900000025642_033_BV10209150,metro_stop_350100020612_010_BV10687399,180.334,210.278
bus_stop_900000194352_018_BV10209150,metro_stop_350100020612_010_BV10687399,180.334,210.278
bus_stop_900000206025_002_BV10209150,metro_stop_350100020612_010_BV10687399,186.472,215.393
bus_stop_350100010329_016_BV10913702,metro_stop_350100020612_011_BV10687404,171.988,203.324
bus_stop_350100010330_007_BV10913702,metro_stop_350100020612_011_BV10687404,196.81,224.008
bus_stop_350100010405_017_BV10913702,metro_stop_350100020612_011_BV10687404,171.988,203.324
bus_stop_350100010406_018_BV10913702,metro_stop_350100020612_011_BV10687404,196.81,224.008
bus_stop_350100010003_010_BV10208398,metro_stop_350100020612_011_BV10687404,153.248,187.707
bus_stop_350100010003_011_BV10886689,metro_stop_350100020612_011_BV10687404,172.733,203.944
bus_stop_350100010004_010_BV10886756,metro_stop_350100020612_011_BV10687404,177.355,207.796
bus_stop_350100010004_011_BV10208398,metro_stop_350100020612_011_BV10687404,72.147,120.123
bus_stop_350100010008_016_BV09418258,metro_stop_350100020612_011_BV10687404,81.81,128.175
bus_stop_350100010009_025_BV10886756,metro_stop_350100020612_011_BV10687404,177.355,207.796
bus_stop_350100010009_026_BV10208398,metro_stop_350100020612_011_BV10687404,72.147,120.123
bus_stop_350100010010_005_BV10208398,metro_stop_350100020612_011_BV10687404,153.248,187.707
bus_stop_350100010010_006_BV10886689,metro_stop_350100020612_011_BV10687404,172.733,203.944
bus_stop_350100010067_005_BV10208398,metro_stop_350100020612_011_BV10687404,153.248,187.707
bus_stop_350100010068_023_BV10208398,metro_stop_350100020612_011_BV10687404,72.147,120.123
bus_stop_350100010145_022_BV10208398,metro_stop_350100020612_011_BV10687404,153.248,187.707
bus_stop_350100010145_023_BV09418258,metro_stop_350100020612_011_BV10687404,81.81,128.175
bus_stop_350100010146_014_BV10208398,metro_stop_350100020612_011_BV10687404,72.147,120.123
bus_stop_350100010325_005_BV10208398,metro_stop_350100020612_011_BV10687404,72.147,120.123
bus_stop_350100010365_017_BV10208398,metro_stop_350100020612_011_BV10687404,72.147,120.123
bus_stop_350100010366_030_BV10208398,metro_stop_350100020612_011_BV10687404,153.248,187.707
bus_stop_900000025642_030_BV10208398,metro_stop_350100020612_011_BV10687404,153.248,187.707
bus_stop_350100010005_015_BV10208411,metro_stop_350100020612_011_BV10687404,278.662,292.218
bus_stop_350100010008_015_BV10208411,metro_stop_350100020612_011_BV10687404,295.211,306.009
bus_stop_350100010067_006_BV10208411,metro_stop_350100020612_011_BV10687404,278.662,292.218
bus_stop_350100010068_022_BV10208411,metro_stop_350100020612_011_BV10687404,295.211,306.009
bus_stop_350100010365_016_BV10208411,metro_stop_350100020612_011_BV10687404,295.211,306.009
bus_stop_350100010366_031_BV10208411,metro_stop_350100020612_011_BV10687404,278.662,292.218
bus_stop_350100010405_016_BV10208411,metro_stop_350100020612_011_BV10687404,295.211,306.009
bus_stop_350100010406_019_BV10208411,metro_stop_350100020612_011_BV10687404,278.662,292.218
bus_stop_900000254748_017_BV09535504,metro_stop_350100020612_012_BV10687405,261.613,278.011
bus_stop_350100010004_006_BV10902716,metro_stop_350100020612_012_BV10687405,291.552,302.96
bus_stop_350100010088_027_BV10902716,metro_stop_350100020612_012_BV10687405,291.552,302.96
bus_stop_350100010106_007_BV10902716,metro_stop_350100020612_012_BV10687405,270.101,285.084
bus_stop_350100010338_023_BV10902716,metro_stop_350100020612_012_BV10687405,291.552,302.96
bus_stop_350100010503_012_BV10902716,metro_stop_350100020612_012_BV10687405,291.552,302.96
bus_stop_350100010599_018_BV10902716,metro_stop_350100020612_012_BV10687405,291.552,302.96
bus_stop_900000062593_024_BV10902716,metro_stop_350100020612_012_BV10687405,291.552,302.96
bus_stop_900000096030_019_BV09091861,metro_stop_350100020612_012_BV10687405,291.552,302.96
bus_stop_900000215287_018_BV10902716,metro_stop_350100020612_012_BV10687405,291.552,302.96
bus_stop_350100010003_016_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010004_007_BV10208401,metro_stop_350100020612_012_BV10687405,112.896,154.08
bus_stop_350100010032_012_BV10208401,metro_stop_350100020612_012_BV10687405,112.896,154.08
bus_stop_350100010036_014_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010052_004_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010079_025_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010087_008_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010105_021_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010241_035_BV10208401,metro_stop_350100020612_012_BV10687405,112.896,154.08
bus_stop_350100010248_004_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010313_021_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010316_020_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010328_026_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010330_015_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010337_018_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010495_009_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010496_024_BV10208401,metro_stop_350100020612_012_BV10687405,112.896,154.08
bus_stop_350100010509_018_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010598_008_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_900000062588_011_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_900000096029_015_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_900000139516_012_BV11494061,metro_stop_350100020612_012_BV10687405,7.801,90.0
bus_stop_900000139517_001_BV11494061,metro_stop_350100020612_012_BV10687405,6.552,90.0
bus_stop_900000215288_002_BV10902716,metro_stop_350100020612_012_BV10687405,253.008,270.84
bus_stop_350100010003_015_BV10208401,metro_stop_350100020612_012_BV10687405,226.679,248.899
bus_stop_350100010031_026_BV10208401,metro_stop_350100020612_012_BV10687405,226.679,248.899
bus_stop_350100010035_016_BV10208401,metro_stop_350100020612_012_BV10687405,128.733,167.278
bus_stop_350100010036_013_BV10208401,metro_stop_350100020612_012_BV10687405,226.679,248.899
bus_stop_350100010051_027_BV10208401,metro_stop_350100020612_012_BV10687405,128.733,167.278
bus_stop_350100010052_003_BV10208401,metro_stop_350100020612_012_BV10687405,226.679,248.899
bus_stop_350100010079_024_BV10208401,metro_stop_350100020612_012_BV10687405,226.679,248.899
bus_stop_350100010080_008_BV10208401,metro_stop_350100020612_012_BV10687405,128.733,167.278
bus_stop_350100010087_007_BV10208401,metro_stop_350100020612_012_BV10687405,226.679,248.899
bus_stop_350100010088_028_BV10208401,metro_stop_350100020612_012_BV10687405,128.733,167.278
bus_stop_350100010089_005_BV10208401,metro_stop_350100020612_012_BV10687405,128.733,167.278
bus_stop_350100010105_020_BV10208401,metro_stop_350100020612_012_BV10687405,226.679,248.899
bus_stop_350100010106_008_BV10208401,metro_stop_350100020612_012_BV10687405,128.733,167.278
bus_stop_350100010248_003_BV10208401,metro_stop_350100020612_012_BV10687405,226.679,248.899
bus_stop_350100010270_009_BV10208401,metro_stop_350100020612_012_BV10687405,128.733,167.278
bus_stop_350100010271_017_BV10208401,metro_stop_350100020612_012_BV10687405,226.679,248.899
bus_stop_350100010274_009_BV10208401,metro_stop_350100020612_012_BV10687405,226.679,248.899
bus_stop_350100010275_011_BV10208401,metro_stop_350100020612_012_BV10687405,128.733,167.278
bus_stop_350100010312_026_BV10208401,metro_stop_350100020612_012_BV10687405,128.733,167.278
bus_stop_350100010313_020_BV10208401,metro_stop_350100020612_012_BV10687405,226.679,248.899
bus_stop_350100010316_019_BV10208401,metro_stop_350100020612_012_BV10687405,226.679,248.899
bus_stop_350100010317_011_BV10208401,metro_stop_350100020612_012_BV10687405,128.733,167.278
bus_stop_350100010329_010_BV10208401,metro_stop_350100020612_012_BV10687405,128.733,167.278
