scenario,origin_tcs_zone,destination_tcs_zone,legs_5pct,expanded_legs,total_fare_hkd_5pct,expanded_total_fare_hkd,mean_hkd,median_hkd,p10_hkd,p25_hkd,p75_hkd,p90_hkd,p95_hkd,within_flagfall_share,tolled_tunnel_share,taxi_type_unresolved_share,route_distance_unavailable_share,congestion_proxy_unavailable_share
high,7,14,62.0,1240.0,14363.000000000002,287260.00000000006,231.66129032258067,234.1,215.9,227.1,239.7,243.9,248.03,0.0,0.0,0.016129032258064516,0.0,1.0
high,7,15,19.0,380.0,4096.5,81930.0,215.60526315789474,215.9,203.3,208.2,222.9,225.98,227.51999999999998,0.0,0.0,0.0,0.0,1.0
high,7,16,13.0,260.0,3230.8999999999996,64617.99999999999,248.5307692307692,249.5,233.26,236.9,256.5,263.22,266.3,0.0,0.0,0.0,0.0,1.0
high,7,17,31.0,620.0,5925.7,118514.0,191.1516129032258,190.7,165.5,185.1,194.9,218.7,228.5,0.0,0.0,0.0,0.0,1.0
high,7,18,17.0,340.0,4298.9,85978.0,252.87647058823526,250.9,241.94,245.3,256.5,257.9,266.02,0.0,0.0,0.0,0.0,1.0
high,7,19,126.0,2520.0,14459.2,289184.0,114.75555555555556,113.7,94.1,100.4,124.9,138.2,145.55,0.0,0.0,0.0,0.0,1.0
high,7,20,28.0,560.0,4450.6,89012.0,158.95000000000002,158.5,141.7,150.1,166.9,168.72,177.89,0.0,0.0,0.0,0.0,1.0
high,7,21,70.0,1400.0,10604.999999999998,212099.99999999997,151.49999999999997,152.9,138.9,144.5,159.9,165.5,166.27,0.0,0.0,0.0,0.0,1.0
high,7,22,6.0,120.0,1480.1999999999998,29603.999999999996,246.69999999999996,245.3,242.5,245.3,250.55,252.3,252.3,0.0,0.0,1.0,0.0,1.0
high,7,23,18.0,360.0,4045.8,80916.0,224.76666666666668,223.60000000000002,211.28,213.8,234.45,246.14000000000001,250.82999999999998,0.0,0.0,0.0,0.0,1.0
high,7,24,12.0,240.0,3026.2000000000003,60524.00000000001,252.18333333333337,248.8,211.84,214.15,274.7,299.48,316.41999999999996,0.0,0.0,0.0,0.0,1.0
high,7,25,9.0,180.0,1208.1,24162.0,134.23333333333332,144.5,72.68,112.3,165.5,176.14000000000001,177.82,0.0,0.0,0.0,0.0,1.0
high,7,26,110.0,2200.0,26204.600000000002,524092.00000000006,238.2236363636364,243.9,207.22000000000003,243.9,249.5,249.5,249.5,0.0,0.0,1.0,0.0,1.0
high,8,-1,1.0,20.0,102.5,2050.0,102.5,102.5,102.5,102.5,102.5,102.5,102.5,0.0,0.0,1.0,0.0,1.0
high,8,1,132.0,2640.0,13023.900000000001,260478.00000000003,98.6659090909091,97.25,81.5,87.8,108.44999999999999,117.9,125.52999999999999,0.0,0.0,0.007575757575757576,0.0,1.0
high,8,2,168.0,3360.0,13519.8,270396.0,80.475,77.3,64.7,68.9,89.9,98.3,103.9,0.0,0.0,0.0,0.0,1.0
high,8,3,169.0,3380.0,19493.9,389878.0,115.34852071005918,115.1,85.28,103.9,129.1,141.98000000000002,145.9,0.0,0.0,0.0,0.0,1.0
high,8,4,69.0,1380.0,9032.5,180650.0,130.90579710144928,123.5,109.22,117.9,143.1,160.18,165.77999999999997,0.0,0.0,0.0,0.0,1.0
high,8,5,331.0,6620.0,16180.400000000001,323608.0,48.88338368580061,45.8,33.2,39.5,56.3,66.8,83.6,0.054380664652567974,0.0,0.06042296072507553,0.0,1.0
high,8,6,134.0,2680.0,6121.1,122422.0,45.67985074626866,43.7,31.730000000000004,37.4,52.1,58.4,62.6,0.09701492537313433,0.0,0.03731343283582089,0.0,1.0
high,8,7,227.0,4540.0,14025.4,280508.0,61.78590308370044,60.5,45.8,50.0,68.9,83.6,91.36999999999998,0.0,0.0,0.030837004405286344,0.0,1.0
high,8,8,287.0,5740.0,11008.900000000001,220178.00000000003,38.35853658536586,33.2,29.0,29.0,43.7,54.2,62.6,0.3623693379790941,0.0,0.0,0.0,1.0
high,8,9,161.0,3220.0,12790.400000000001,255808.00000000003,79.44347826086957,79.4,50.0,60.5,96.2,109.5,112.3,0.012422360248447204,0.0,0.006211180124223602,0.0,1.0
high,8,10,115.0,2300.0,6510.900000000001,130218.00000000001,56.61652173913044,56.3,33.2,41.6,66.8,77.3,81.5,0.06956521739130435,0.0,0.0,0.0,1.0
high,8,11,50.0,1000.0,6907.2,138144.0,138.144,130.5,121.82,126.3,139.95000000000002,154.86000000000004,190.62999999999997,0.0,0.0,0.0,0.0,1.0
high,8,12,47.0,940.0,5590.300000000001,111806.00000000003,118.94255319148938,120.7,103.34,111.6,127.0,133.3,139.17999999999995,0.0,0.0,0.0,0.0,1.0
high,8,13,31.0,620.0,4081.9,81638.0,131.6741935483871,129.1,122.1,124.9,136.1,145.9,149.4,0.0,0.0,0.0,0.0,1.0
high,8,14,25.0,500.0,6467.099999999999,129341.99999999999,258.68399999999997,256.5,240.54000000000002,248.1,269.1,276.66,281.14,0.0,0.0,0.04,0.0,1.0
high,8,15,10.0,200.0,2464.2000000000003,49284.00000000001,246.42000000000002,243.9,239.56,242.5,246.0,259.71999999999997,267.90999999999997,0.0,0.0,0.0,0.0,1.0
high,8,16,7.0,140.0,1911.7,38234.0,273.1,270.5,259.58,262.1,282.4,288.42,291.36,0.0,0.0,0.0,0.0,1.0
high,8,17,38.0,760.0,7127.6,142552.0,187.56842105263158,187.2,170.68,176.70000000000002,195.60000000000002,204.14000000000001,208.13,0.0,0.0,0.02631578947368421,0.0,1.0
high,8,18,12.0,240.0,3054.2,61084.0,254.51666666666665,250.2,242.64000000000001,246.0,262.45000000000005,263.5,274.21,0.0,0.0,0.0,0.0,1.0
high,8,19,104.0,2080.0,11756.899999999998,235137.99999999994,113.04711538461537,112.3,96.2,103.9,119.65,136.1,146.03999999999996,0.0,0.0,0.0,0.0,1.0
high,8,20,22.0,440.0,3222.3999999999996,64447.99999999999,146.47272727272727,147.3,128.82,141.7,154.3,156.96,161.09,0.0,0.0,0.0,0.0,1.0
high,8,21,75.0,1500.0,9434.0,188680.0,125.78666666666666,124.9,110.9,120.0,132.60000000000002,141.14000000000001,144.92,0.0,0.0,0.0,0.0,1.0
high,8,22,5.0,100.0,1379.1000000000001,27582.000000000004,275.82000000000005,270.5,268.26,269.1,280.3,287.02,289.26,0.0,0.0,1.0,0.0,1.0
high,8,23,11.0,220.0,2891.5000000000005,57830.00000000001,262.86363636363643,255.1,242.5,248.10000000000002,282.4,288.7,295.7,0.0,0.0,0.0,0.0,1.0
high,8,24,9.0,180.0,2263.7,45274.0,251.5222222222222,256.5,222.34,250.9,269.1,270.78,271.34,0.0,0.0,0.0,0.0,1.0
high,8,25,7.0,140.0,1124.9,22498.0,160.70000000000002,157.1,137.78,154.3,172.5,183.98000000000002,191.54,0.0,0.0,0.0,0.0,1.0
high,8,26,13.0,260.0,2872.5,57450.0,220.96153846153845,206.1,197.42000000000002,201.9,238.3,273.86,276.38,0.0,0.0,1.0,0.0,1.0
high,9,-1,2.0,40.0,458.4,9168.0,229.2,229.2,181.6,199.45,258.95,276.8,282.75,0.0,0.0,1.0,0.0,1.0
high,9,1,104.0,2080.0,13527.2,270544.0,130.06923076923078,129.8,119.3,122.1,135.04999999999998,144.5,151.29,0.0,0.0,0.0,0.0,1.0
high,9,2,148.0,2960.0,16593.8,331876.0,112.12027027027027,110.9,100.4,106.35,117.9,123.5,128.61,0.0,0.0,0.0,0.0,1.0
high,9,3,241.0,4820.0,25812.699999999997,516253.99999999994,107.10663900414937,106.7,83.6,96.2,116.5,130.5,137.5,0.0,0.0,0.0,0.0,1.0
high,9,4,79.0,1580.0,12254.099999999997,245081.99999999994,155.11518987341768,154.3,138.9,147.3,161.3,171.66,182.44,0.0,0.0,0.0,0.0,1.0
high,9,5,245.0,4900.0,24358.6,487172.0,99.42285714285714,98.3,80.24000000000001,83.6,112.3,117.9,124.9,0.0,0.0,0.02857142857142857,0.0,1.0
high,9,6,113.0,2260.0,10447.8,208956.0,92.45840707964601,92.0,71.0,81.5,105.3,112.3,116.5,0.0,0.0,0.017699115044247787,0.0,1.0
high,9,7,195.0,3900.0,20273.800000000003,405476.00000000006,103.96820512820514,102.5,85.7,87.8,117.9,131.9,139.32,0.0,0.0,0.02564102564102564,0.0,1.0
high,9,8,186.0,3720.0,14832.8,296656.0,79.74623655913977,82.55,52.1,64.7,94.1,106.0,109.5,0.016129032258064516,0.0,0.0,0.0,1.0
high,9,9,504.0,10080.0,22420.3,448406.0,44.484722222222224,41.6,29.0,32.675000000000004,52.1,61.96999999999998,73.1,0.20238095238095238,0.0,0.00992063492063492,0.0,1.0
high,9,10,134.0,2680.0,9121.3,182426.0,68.06940298507462,66.8,43.7,54.2,83.07499999999999,95.57000000000001,105.78999999999999,0.007462686567164179,0.0,0.0,0.0,1.0
high,9,11,47.0,940.0,7952.1,159042.0,169.1936170212766,165.5,151.22,159.9,176.7,187.9,196.15999999999997,0.0,0.0,0.0,0.0,1.0
high,9,12,37.0,740.0,5507.499999999999,110149.99999999999,148.85135135135133,147.3,137.78,140.3,155.7,163.26,171.09999999999997,0.0,0.0,0.0,0.0,1.0
high,9,13,16.0,320.0,2580.8,51616.0,161.3,161.3,145.89999999999998,151.15,171.45,178.1,184.04999999999998,0.0,0.0,0.0,0.0,1.0
high,9,14,18.0,360.0,5223.2,104464.0,290.17777777777775,290.1,281.28,285.2,298.5,302.84,310.53999999999996,0.0,0.0,0.0,0.0,1.0
high,9,15,10.0,200.0,2867.4,57348.0,286.74,285.9,269.24,274.35,293.95,312.08000000000004,316.49,0.0,0.0,0.0,0.0,1.0
high,9,16,6.0,120.0,1862.3999999999999,37248.0,310.4,313.9,292.2,299.2,320.2,325.1,327.2,0.0,0.0,0.0,0.0,1.0
high,9,17,39.0,780.0,7498.900000000001,149978.0,192.2794871794872,192.1,164.94,178.8,205.39999999999998,217.86,222.34,0.0,0.0,0.0,0.0,1.0
high,9,18,16.0,320.0,4056.3999999999996,81128.0,253.52499999999998,252.3,240.39999999999998,247.4,263.85,266.29999999999995,269.8,0.0,0.0,0.0,0.0,1.0
high,9,19,109.0,2180.0,13802.399999999998,276047.99999999994,126.6275229357798,124.9,108.1,113.7,136.1,144.5,152.34,0.0,0.0,0.009174311926605505,0.0,1.0
high,9,20,43.0,860.0,6307.3,126146.0,146.6813953488372,145.9,129.38,136.1,154.3,168.02,169.56,0.0,0.0,0.0,0.0,1.0
high,9,21,170.0,3400.0,13860.599999999999,277212.0,81.53294117647059,79.4,62.39000000000001,71.0,92.0,102.5,104.66999999999997,0.0,0.0,0.0,0.0,1.0
high,9,22,6.0,120.0,1783.9999999999998,35679.99999999999,297.3333333333333,295.0,289.4,291.85,299.2,307.6,311.45,0.0,0.0,1.0,0.0,1.0
high,9,23,7.0,140.0,1962.1000000000001,39242.0,280.3,277.5,249.5,253.0,300.6,318.66,325.38,0.0,0.0,0.0,0.0,1.0
high,9,24,6.0,120.0,1345.7999999999997,26915.999999999993,224.29999999999995,233.4,178.8,203.3,250.9,260.7,265.6,0.0,0.0,0.0,0.0,1.0
high,9,25,10.0,200.0,1258.8,25176.0,125.88,127.0,64.28,114.05,145.20000000000002,155.41999999999996,185.6599999999999,0.0,0.0,0.0,0.0,1.0
high,9,26,17.0,340.0,5119.3,102386.0,301.13529411764705,298.5,287.02,292.9,315.3,320.34000000000003,336.0199999999999,0.0,0.0,1.0,0.0,1.0
high,10,-1,1.0,20.0,355.9,7118.0,355.9,355.9,355.9,355.9,355.9,355.9,355.9,0.0,0.0,1.0,0.0,1.0
high,10,1,59.0,1180.0,7209.5,144190.0,122.19491525423729,122.1,112.02,115.1,127.0,133.3,139.32,0.0,0.0,0.0,0.0,1.0
high,10,2,83.0,1660.0,9248.1,184962.0,111.42289156626506,110.9,100.4,106.7,113.7,119.02,125.59999999999994,0.0,0.0,0.0,0.0,1.0
high,10,3,91.0,1820.0,12119.099999999999,242381.99999999997,133.17692307692306,130.5,109.5,122.8,138.2,158.5,159.9,0.0,0.0,0.0,0.0,1.0
high,10,4,44.0,880.0,7179.8,143596.0,163.17727272727274,154.3,137.92,142.75,179.5,204.56000000000003,211.07,0.0,0.0,0.0,0.0,1.0
high,10,5,193.0,3860.0,14877.599999999999,297552.0,77.0860103626943,77.3,58.4,68.9,85.7,96.2,99.13999999999996,0.0,0.0,0.03626943005181347,0.0,1.0
high,10,6,64.0,1280.0,4073.6,81472.0,63.65,63.650000000000006,48.53,56.3,73.1,76.67,83.28499999999998,0.0,0.0,0.015625,0.0,1.0
high,10,7,151.0,3020.0,11344.7,226894.0,75.13046357615895,73.1,56.3,62.6,81.5,98.3,108.1,0.0,0.0,0.026490066225165563,0.0,1.0
high,10,8,130.0,2600.0,7517.799999999999,150356.0,57.82923076923076,56.3,31.1,43.7,70.475,79.4,90.52999999999996,0.07692307692307693,0.0,0.0,0.0,1.0
high,10,9,125.0,2500.0,8093.099999999999,161862.0,64.7448,58.4,38.24,45.8,77.3,101.66000000000003,105.02,0.04,0.0,0.0,0.0,1.0
high,10,10,161.0,3220.0,5709.9,114198.0,35.46521739130434,29.0,29.0,29.0,37.4,47.9,54.2,0.546583850931677,0.0,0.0,0.0,1.0
high,10,11,39.0,780.0,5562.700000000001,111254.00000000001,142.63333333333335,131.9,121.53999999999999,126.3,138.2,189.58,194.76000000000002,0.0,0.0,0.0,0.0,1.0
high,10,12,28.0,560.0,3317.2999999999997,66346.0,118.475,115.8,107.67999999999999,112.3,124.9,133.3,137.85,0.0,0.0,0.0,0.0,1.0
high,10,13,16.0,320.0,2144.0,42880.0,134.0,133.3,122.8,127.35,140.3,145.2,147.3,0.0,0.0,0.0,0.0,1.0
high,10,14,14.0,280.0,3676.3999999999996,73528.0,262.59999999999997,263.5,249.78,256.5,272.95,280.44,281.7,0.0,0.0,0.07142857142857142,0.0,1.0
high,10,15,13.0,260.0,3230.9,64618.0,248.53076923076924,249.5,239.14000000000001,243.9,255.1,255.1,255.66,0.0,0.0,0.0,0.0,1.0
high,10,16,4.0,80.0,1142.2,22844.0,285.55,285.9,270.78,279.6,291.85,300.04,302.77,0.0,0.0,0.25,0.0,1.0
high,10,17,36.0,720.0,6079.799999999999,121595.99999999999,168.88333333333333,166.9,161.3,164.1,172.5,180.9,183.0,0.0,0.0,0.0,0.0,1.0
high,10,18,7.0,140.0,1600.9,32018.0,228.70000000000002,221.5,216.18,218.7,225.7,247.54000000000002,261.82,0.0,0.0,0.0,0.0,1.0
high,10,19,96.0,1920.0,9417.9,188358.0,98.10312499999999,98.3,79.4,87.8,107.05,115.8,127.35,0.0,0.0,0.0,0.0,1.0
high,10,20,25.0,500.0,3275.1,65502.0,131.004,131.9,119.86,124.9,133.3,143.94000000000003,149.54,0.0,0.0,0.0,0.0,1.0
high,10,21,58.0,1160.0,7174.2,143484.0,123.69310344827586,123.5,105.3,112.65,129.1,133.16000000000003,169.7,0.0,0.0,0.0,0.0,1.0
high,10,22,1.0,20.0,283.1,5662.0,283.1,283.1,283.1,283.1,283.1,283.1,283.1,0.0,0.0,1.0,0.0,1.0
high,10,23,8.0,160.0,2276.0,45520.0,284.5,274.70000000000005,249.35999999999999,264.9,323.7,327.48,331.89,0.0,0.0,0.0,0.0,1.0
high,10,24,4.0,80.0,950.4000000000001,19008.0,237.60000000000002,229.9,197.7,204.0,263.5,283.66,290.38,0.0,0.0,0.0,0.0,1.0
high,10,25,13.0,260.0,1867.3000000000002,37346.0,143.63846153846154,141.7,108.38,115.1,152.9,193.78000000000003,209.45999999999998,0.0,0.0,0.0,0.0,1.0
high,10,26,5.0,100.0,1594.7,31894.0,318.94,318.1,273.58000000000004,280.3,358.7,364.58,366.54,0.0,0.0,1.0,0.0,1.0
high,11,1,62.0,1240.0,9290.8,185816.0,149.8516129032258,145.9,137.5,140.65,151.5,175.57999999999998,189.23000000000002,0.0,0.0,0.016129032258064516,0.0,1.0
high,11,2,50.0,1000.0,8437.400000000001,168748.00000000003,168.74800000000002,164.1,152.9,157.45,169.7,197.00000000000003,210.85999999999996,0.0,0.0,0.0,0.0,1.0
high,11,3,45.0,900.0,9061.7,181234.0,201.37111111111113,199.1,168.86,183.7,215.9,230.74,243.61999999999998,0.0,0.0,0.0,0.0,1.0
high,11,4,21.0,420.0,4209.1,84182.0,200.43333333333334,193.5,172.5,183.7,201.9,246.7,249.5,0.0,0.0,0.047619047619047616,0.0,1.0
high,11,5,184.0,3680.0,23011.0,460220.0,125.05978260869566,124.9,111.32000000000001,119.3,126.3,131.9,148.7,0.0,0.0,0.10869565217391304,0.0,1.0
high,11,6,40.0,800.0,4627.1,92542.0,115.67750000000001,109.5,100.19000000000001,106.7,116.85,132.18,158.77999999999997,0.0,0.0,0.0,0.0,1.0
high,11,7,123.0,2460.0,13675.7,273514.0,111.18455284552846,105.3,88.22,101.45,113.0,144.22,159.9,0.0,0.0,0.04065040650406504,0.0,1.0
high,11,8,39.0,780.0,5365.299999999998,107305.99999999997,137.57179487179482,130.5,114.53999999999999,121.4,138.9,176.14000000000004,192.8,0.0,0.0,0.0,0.0,1.0
high,11,9,49.0,980.0,8586.9,171738.0,175.24285714285713,173.9,147.85999999999999,155.7,182.3,204.14000000000001,232.97999999999993,0.0,0.0,0.0,0.0,1.0
high,11,10,33.0,660.0,4884.700000000001,97694.00000000001,148.02121212121213,131.9,122.1,126.3,168.3,180.62,250.62,0.0,0.0,0.0,0.0,1.0
high,11,11,222.0,4440.0,11897.3,237946.0,53.59144144144144,37.4,29.0,29.0,75.2,105.3,112.15999999999997,0.38738738738738737,0.0,0.009009009009009009,0.0,1.0
high,11,12,98.0,1960.0,6222.999999999999,124459.99999999999,63.49999999999999,48.95,34.67,40.025,78.35000000000001,118.74,126.3,0.061224489795918366,0.0,0.0,0.0,1.0
high,11,13,61.0,1220.0,3945.9999999999995,78919.99999999999,64.68852459016392,62.6,43.7,50.0,75.2,96.2,102.5,0.03278688524590164,0.0,0.0,0.0,1.0
high,11,14,41.0,820.0,7085.1,141702.0,172.80731707317074,178.1,140.3,169.7,186.5,192.1,197.7,0.0,0.0,0.0,0.0,1.0
high,11,15,31.0,620.0,5243.9,104878.0,169.15806451612903,166.9,159.9,163.39999999999998,175.3,179.5,180.2,0.0,0.0,0.0,0.0,1.0
high,11,16,15.0,300.0,2895.5,57910.0,193.03333333333333,190.7,180.9,185.1,199.1,206.1,211.84,0.0,0.0,0.0,0.0,1.0
high,11,17,34.0,680.0,6633.6,132672.0,195.1058823529412,189.3,180.9,182.65,194.55,226.67999999999998,233.32999999999998,0.0,0.0,0.0,0.0,1.0
high,11,18,17.0,340.0,4067.8999999999996,81358.0,239.2882352941176,239.7,223.74,229.9,243.9,247.82,258.73999999999995,0.0,0.0,0.0,0.0,1.0
high,11,19,91.0,1820.0,11151.699999999999,223033.99999999997,122.54615384615383,112.3,102.5,106.0,131.9,157.1,180.9,0.0,0.0,0.0,0.0,1.0
high,11,20,17.0,340.0,2774.2999999999997,55485.99999999999,163.19411764705882,157.1,149.26,152.9,164.1,181.46,203.29999999999998,0.0,0.0,0.0,0.0,1.0
high,11,21,24.0,480.0,4942.2,98844.0,205.92499999999998,205.39999999999998,193.5,199.8,207.5,217.01999999999998,227.02999999999997,0.0,0.0,0.0,0.0,1.0
high,11,22,10.0,200.0,2182.7999999999997,43655.99999999999,218.27999999999997,210.3,201.34,205.04999999999998,218.7,231.01999999999998,267.55999999999995,0.0,0.0,1.0,0.0,1.0
high,11,23,20.0,400.0,3471.0,69420.0,173.55,171.8,148.42,156.4,187.2,203.44,205.47,0.0,0.0,0.0,0.0,1.0
high,11,24,17.0,340.0,4360.500000000001,87210.00000000001,256.50000000000006,252.3,217.58,236.9,271.9,313.62,315.86,0.0,0.0,0.0,0.0,1.0
high,11,25,3.0,60.0,574.9,11498.0,191.63333333333333,215.9,81.5,131.9,263.5,292.06,301.58000000000004,0.0,0.0,0.0,0.0,1.0
high,11,26,26.0,520.0,4985.5,99710.0,191.75,209.60000000000002,120.0,145.9,210.3,250.20000000000002,299.9,0.0,0.0,1.0,0.0,1.0
high,12,1,40.0,800.0,5470.6,109412.0,136.76500000000001,137.5,124.76,131.55,141.7,148.7,150.51999999999998,0.0,0.0,0.0,0.0,1.0
high,12,2,50.0,1000.0,7451.8,149036.0,149.036,150.1,137.22,143.1,155.7,158.64000000000001,161.44,0.0,0.0,0.0,0.0,1.0
high,12,3,47.0,940.0,8607.300000000001,172146.00000000003,183.1340425531915,189.3,147.57999999999998,163.4,197.0,221.5,225.83999999999997,0.0,0.0,0.0,0.0,1.0
high,12,4,21.0,420.0,4181.1,83622.0,199.10000000000002,189.3,169.7,176.7,227.1,246.7,250.9,0.0,0.0,0.0,0.0,1.0
high,12,5,106.0,2120.0,11714.099999999999,234281.99999999997,110.51037735849056,115.1,92.0,104.25,119.3,123.5,124.9,0.0,0.0,0.02830188679245283,0.0,1.0
high,12,6,44.0,880.0,4223.7,84474.0,95.99318181818181,97.25,82.13,89.9,104.25,106.7,107.89,0.0,0.0,0.0,0.0,1.0
high,12,7,117.0,2340.0,9412.999999999998,188259.99999999997,80.45299145299144,79.4,60.5,71.0,94.1,98.3,100.4,0.0,0.0,0.02564102564102564,0.0,1.0
high,12,8,42.0,840.0,5032.3,100646.0,119.81666666666668,119.3,106.84,112.3,125.6,137.22,144.29,0.0,0.0,0.023809523809523808,0.0,1.0
high,12,9,34.0,680.0,5263.0,105260.0,154.7941176470588,152.9,138.9,144.5,166.55,176.84,178.59,0.0,0.0,0.0,0.0,1.0
high,12,10,42.0,840.0,5047.7,100954.0,120.18333333333332,118.6,108.24,112.3,127.35,135.54,141.41999999999996,0.0,0.0,0.0,0.0,1.0
high,12,11,109.0,2180.0,6126.2,122524.0,56.20366972477064,43.7,30.680000000000003,35.3,62.6,115.66000000000001,119.3,0.10091743119266056,0.0,0.01834862385321101,0.0,1.0
high,12,12,128.0,2560.0,5107.800000000001,102156.00000000003,39.90468750000001,36.349999999999994,29.0,29.0,44.225,52.73,68.16499999999998,0.3125,0.0,0.015625,0.0,1.0
high,12,13,30.0,600.0,2026.4,40528.0,67.54666666666667,62.6,50.0,54.725,75.725,87.17000000000003,107.71499999999996,0.0,0.0,0.0,0.0,1.0
high,12,14,24.0,480.0,4735.0,94700.0,197.29166666666666,195.60000000000002,185.79999999999998,193.15,204.70000000000002,213.24,220.45,0.0,0.0,0.041666666666666664,0.0,1.0
high,12,15,19.0,380.0,3586.9,71738.0,188.7842105263158,186.5,178.94,179.5,190.7,202.46,207.91999999999993,0.0,0.0,0.05263157894736842,0.0,1.0
high,12,16,12.0,240.0,2554.4000000000005,51088.000000000015,212.8666666666667,213.1,199.24,206.8,220.1,228.92000000000002,231.16,0.0,0.0,0.08333333333333333,0.0,1.0
high,12,17,21.0,420.0,4097.099999999999,81941.99999999999,195.09999999999997,190.7,183.7,183.7,201.9,214.5,229.9,0.0,0.0,0.0,0.0,1.0
high,12,18,17.0,340.0,4248.5,84970.0,249.91176470588235,252.3,238.01999999999998,248.1,256.5,260.7,260.7,0.0,0.0,0.0,0.0,1.0
high,12,19,54.0,1080.0,6601.099999999999,132022.0,122.24259259259259,122.8,108.52,113.7,130.15,138.9,145.48,0.0,0.0,0.0,0.0,1.0
high,12,20,17.0,340.0,2736.5,54730.0,160.97058823529412,162.7,145.9,152.9,166.9,175.58,179.5,0.0,0.0,0.0,0.0,1.0
high,12,21,22.0,440.0,4193.999999999999,83879.99999999999,190.6363636363636,190.7,174.18,183.7,199.1,203.16000000000003,207.29,0.0,0.0,0.0,0.0,1.0
high,12,22,7.0,140.0,1470.7,29414.0,210.1,210.3,203.57999999999998,206.8,213.8,215.62,216.46,0.0,0.0,1.0,0.0,1.0
high,12,23,11.0,220.0,2366.5,47330.0,215.13636363636363,215.9,200.5,208.2,229.89999999999998,234.1,235.5,0.0,0.0,0.0,0.0,1.0
high,12,24,12.0,240.0,2907.2000000000003,58144.00000000001,242.26666666666668,243.2,207.64000000000001,215.20000000000002,260.7,295.98,302.77,0.0,0.0,0.0,0.0,1.0
high,12,25,3.0,60.0,637.9000000000001,12758.000000000002,212.63333333333335,179.5,170.54000000000002,173.9,234.8,267.98,279.04,0.0,0.0,0.0,0.0,1.0
high,12,26,7.0,140.0,1704.5,34090.0,243.5,256.5,165.22,208.2,297.79999999999995,310.26,312.78,0.0,0.0,1.0,0.0,1.0
high,13,-1,1.0,20.0,238.3,4766.0,238.3,238.3,238.3,238.3,238.3,238.3,238.3,0.0,0.0,1.0,0.0,1.0
high,13,1,32.0,640.0,4593.200000000001,91864.00000000001,143.53750000000002,141.0,133.3,136.1,146.25,159.48000000000002,165.57,0.0,0.0,0.0,0.0,1.0
high,13,2,24.0,480.0,3822.2,76444.0,159.25833333333333,157.8,148.56,152.9,162.7,172.64,176.27999999999997,0.0,0.0,0.0,0.0,1.0
high,13,3,20.0,400.0,3976.4,79528.0,198.82,201.89999999999998,157.94,180.55,220.1,224.58,227.24,0.0,0.0,0.0,0.0,1.0
high,13,4,11.0,220.0,2247.5,44950.0,204.3181818181818,186.5,161.3,173.9,225.0,276.1,287.3,0.0,0.0,0.0,0.0,1.0
high,13,5,61.0,1220.0,7295.5,145910.0,119.59836065573771,120.7,109.5,113.7,127.7,127.7,129.1,0.0,0.0,0.0,0.0,1.0
high,13,6,33.0,660.0,3547.0,70940.0,107.48484848484848,106.7,92.0,100.4,113.7,120.42,126.01999999999998,0.0,0.0,0.030303030303030304,0.0,1.0
high,13,7,62.0,1240.0,6165.999999999999,123319.99999999999,99.4516129032258,102.5,85.91,92.525,106.7,106.7,109.42999999999999,0.0,0.0,0.08064516129032258,0.0,1.0
high,13,8,25.0,500.0,3200.2,64004.0,128.00799999999998,127.7,119.3,122.1,131.9,139.74,144.78,0.0,0.0,0.0,0.0,1.0
high,13,9,20.0,400.0,3242.7999999999997,64855.99999999999,162.14,163.39999999999998,147.02,155.0,166.55,182.3,182.58,0.0,0.0,0.0,0.0,1.0
high,13,10,22.0,440.0,2917.2000000000003,58344.00000000001,132.60000000000002,130.5,122.52,129.1,137.5,141.7,144.35999999999999,0.0,0.0,0.0,0.0,1.0
high,13,11,67.0,1340.0,4458.099999999999,89161.99999999999,66.53880597014924,64.7,47.9,53.150000000000006,74.15,100.4,102.5,0.014925373134328358,0.0,0.029850746268656716,0.0,1.0
high,13,12,32.0,640.0,1881.4,37628.0,58.79375,58.4,43.910000000000004,50.0,69.42500000000001,73.1,77.3,0.0,0.0,0.0,0.0,1.0
high,13,13,37.0,740.0,1283.0000000000002,25660.000000000004,34.675675675675684,31.1,29.0,29.0,37.4,45.8,56.3,0.4864864864864865,0.0,0.0,0.0,1.0
high,13,14,20.0,400.0,3615.2000000000003,72304.0,180.76000000000002,183.0,156.82,175.64999999999998,191.39999999999998,195.04000000000002,197.00000000000003,0.0,0.0,0.0,0.0,1.0
high,13,15,14.0,280.0,2403.7999999999997,48075.99999999999,171.7,172.5,165.5,170.39999999999998,174.95000000000002,175.3,175.3,0.0,0.0,0.0,0.0,1.0
high,13,16,9.0,180.0,1801.7,36034.0,200.1888888888889,200.5,196.02,197.7,203.3,204.98,205.54,0.0,0.0,0.0,0.0,1.0
high,13,17,18.0,360.0,3754.6,75092.0,208.58888888888887,206.1,188.46,203.65,217.29999999999998,225.42000000000002,231.72,0.0,0.0,0.0,0.0,1.0
high,13,18,4.0,80.0,1012.0,20240.0,253.0,255.1,243.48,249.15,258.95,260.84000000000003,261.47,0.0,0.0,0.0,0.0,1.0
high,13,19,21.0,420.0,2846.9,56938.0,135.56666666666666,129.1,119.3,122.1,147.3,164.1,166.9,0.0,0.0,0.0,0.0,1.0
high,13,20,2.0,40.0,332.4,6648.0,166.2,166.2,158.92,161.65,170.75,173.48000000000002,174.39000000000001,0.0,0.0,0.0,0.0,1.0
