"YR_MTH","MODE","TTD_PTO_CODE","FRANCHISE_TYPE","RAIL_LINE","BUS_TYPE_CODE","KM","KM_INDI","KM_CROSS_HARBOUR","KM_CROSS_HARBOUR_INDI","NO_FLEET","NO_FLEET_INDI","PAX_CAP","PAX_CAP_INDI"
"201401","Fran_Bus","CTB","2","","",2291.4913,"",671.3094,"",179,"",19661,""
"201401","Fran_Bus","CTB","2","","DD",,"",,"",165,"",,""
"201401","Fran_Bus","CTB","2","","SD",,"",,"",14,"",,""
"201401","Fran_Bus","NWFB","","","",3937.1621,"",1562.388,"",721,"",88768,""
"201401","Fran_Bus","NWFB","","","DD",,"",,"",687,"",,""
"201401","Fran_Bus","NWFB","","","SD",,"",,"",34,"",,""
"201401","Fran_Bus","LWB","","","",2210.021,"",,"",172,"",20482,""
"201401","Fran_Bus","LWB","","","DD",,"",,"",172,"",,""
"201401","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201401","Fran_Bus","NLB","","","",685.217,"",,"",108,"",7123,""
"201401","Fran_Bus","NLB","","","DD",,"",,"",0,"",,""
"201401","Fran_Bus","NLB","","","SD",,"",,"",108,"",,""
"201401","Railways","MTRC","","Local","",2750.266,"",,"",1748,"",550718,""
"201401","Railways","MTRC","","Airport","",246.961,"",,"",77,"",7700,""
"201401","Railways","MTRC","","LRT","",661.594,"",,"",138,"",33810,""
"201401","Railways","HKT","","","",449.8665,"",,"",161,"",18515,""
"201401","PLB","GMB","","","",28306.723,"",,"",3110,"",49760,""
"201401","PLB","RMB","","","",,"",,"",1236,"",19776,""
"201401","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201401","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201401","Ferries","LFS","","","",0,"",,"",35,"",10340,""
"201401","LRB","LRB","","","",516.0128,"",,"",124,"",13898,""
"201401","LRB","LRB","","","DD",,"",,"",116,"",,""
"201401","LRB","LRB","","","SD",,"",,"",8,"",,""
"201401","RS","RS","","","",3515.597,"",,"",1094,"",53902,""
"201401","TAX","TAX","","","",,"",,"",18071,"",88285,""
"201402","Fran_Bus","KMB","","","",22394.489,"",2773.162,"",3853,"",476169,""
"201402","Fran_Bus","KMB","","","DD",,"",,"",3676,"",,""
"201402","Fran_Bus","KMB","","","SD",,"",,"",177,"",,""
"201402","Fran_Bus","CTB","1","","",4221.5846,"",1874.7691,"",780,"",95209,""
"201402","Fran_Bus","CTB","1","","DD",,"",,"",727,"",,""
"201402","Fran_Bus","CTB","1","","SD",,"",,"",53,"",,""
"201402","Fran_Bus","CTB","2","","",2059.2492,"",606.0845,"",178,"",19533,""
"201402","Fran_Bus","CTB","2","","DD",,"",,"",164,"",,""
"201402","Fran_Bus","CTB","2","","SD",,"",,"",14,"",,""
"201402","Fran_Bus","NWFB","","","",3549.0729,"",1419.4071,"",718,"",88317,""
"201402","Fran_Bus","NWFB","","","DD",,"",,"",683,"",,""
"201402","Fran_Bus","NWFB","","","SD",,"",,"",35,"",,""
"201402","Fran_Bus","LWB","","","",1974.207,"",,"",173,"",20627,""
"201402","Fran_Bus","LWB","","","DD",,"",,"",173,"",,""
"201402","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201402","Fran_Bus","NLB","","","",688.445,"",,"",112,"",7475,""
"201402","Fran_Bus","NLB","","","DD",,"",,"",2,"",,""
"201402","Fran_Bus","NLB","","","SD",,"",,"",110,"",,""
"201402","Railways","MTRC","","Local","",2448.511,"",,"",1748,"",550718,""
"201402","Railways","MTRC","","Airport","",222.714,"",,"",77,"",7700,""
"201402","Railways","MTRC","","LRT","",591.475,"",,"",138,"",33810,""
"201402","Railways","HKT","","","",403.00623,"",,"",161,"",18515,""
"201402","PLB","GMB","","","",25423.222,"",,"",3110,"",49760,""
"201402","PLB","RMB","","","",,"",,"",1235,"",19760,""
"201402","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201402","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201402","Ferries","LFS","","","",0,"",,"",35,"",10340,""
"201402","LRB","LRB","","","",462.9822,"",,"",124,"",13898,""
"201402","LRB","LRB","","","DD",,"",,"",116,"",,""
"201402","LRB","LRB","","","SD",,"",,"",8,"",,""
"201402","RS","RS","","","",3159.531,"",,"",1098,"",54078,""
"201402","TAX","TAX","","","",,"",,"",18075,"",88190,""
"201403","Railways","MTRC","","LRT","",662.604,"",,"",138,"",33810,""
"201403","Railways","HKT","","","",444.68725,"",,"",161,"",18515,""
"201403","PLB","GMB","","","",28366.824,"",,"",3111,"",49776,""
"201403","PLB","RMB","","","",,"",,"",1231,"",19696,""
"201403","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201403","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201403","Ferries","LFS","","","",0,"",,"",35,"",10340,""
"201403","LRB","LRB","","","",519.4007,"",,"",124,"",13898,""
"201403","LRB","LRB","","","DD",,"",,"",116,"",,""
"201403","LRB","LRB","","","SD",,"",,"",8,"",,""
"201403","RS","RS","","","",3490.572,"",,"",1105,"",54534,""
"201403","TAX","TAX","","","",,"",,"",18042,"",87868,""
"201403","Fran_Bus","KMB","","","",24598.322,"",3075.973,"",3852,"",476511,""
"201403","Fran_Bus","KMB","","","DD",,"",,"",3677,"",,""
"201403","Fran_Bus","KMB","","","SD",,"",,"",175,"",,""
"201403","Fran_Bus","CTB","1","","",4663.3037,"",2076.583,"",783,"",95721,""
"201403","Fran_Bus","CTB","1","","DD",,"",,"",731,"",,""
"201403","Fran_Bus","CTB","1","","SD",,"",,"",52,"",,""
"201403","Fran_Bus","CTB","2","","",2294.7268,"",671.9225,"",177,"",19603,""
"201403","Fran_Bus","CTB","2","","DD",,"",,"",165,"",,""
"201403","Fran_Bus","CTB","2","","SD",,"",,"",12,"",,""
"201403","Fran_Bus","NWFB","","","",3945.5091,"",1576.5948,"",720,"",88656,""
"201403","Fran_Bus","NWFB","","","DD",,"",,"",686,"",,""
"201403","Fran_Bus","NWFB","","","SD",,"",,"",34,"",,""
"201403","Fran_Bus","LWB","","","",2188.907,"",,"",173,"",20655,""
"201403","Fran_Bus","LWB","","","DD",,"",,"",173,"",,""
"201403","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201403","Fran_Bus","NLB","","","",697.906,"",,"",110,"",7257,""
"201403","Fran_Bus","NLB","","","DD",,"",,"",2,"",,""
"201403","Fran_Bus","NLB","","","SD",,"",,"",108,"",,""
"201403","Railways","MTRC","","Local","",2729.756,"",,"",1748,"",550718,""
"201403","Railways","MTRC","","Airport","",246.702,"",,"",77,"",7700,""
"201404","Fran_Bus","KMB","","","",23523.551,"",2942.345,"",3840,"",475738,""
"201404","Fran_Bus","KMB","","","DD",,"",,"",3665,"",,""
"201404","Fran_Bus","KMB","","","SD",,"",,"",175,"",,""
"201404","Fran_Bus","CTB","1","","",4527.635,"",2000.887,"",783,"",95766,""
"201404","Railways","MTRC","","Local","",2618.795,"",,"",1748,"",550718,""
"201404","Railways","MTRC","","Airport","",238.813,"",,"",77,"",7700,""
"201404","Railways","MTRC","","LRT","",637.957,"",,"",138,"",33810,""
"201404","Railways","HKT","","","",432.18517,"",,"",161,"",18515,""
"201404","PLB","GMB","","","",27426.786,"",,"",3113,"",49808,""
"201404","PLB","RMB","","","",,"",,"",1229,"",19664,""
"201404","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201404","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201404","Ferries","LFS","","","",0,"",,"",35,"",10340,""
"201404","LRB","LRB","","","",492.1747,"",,"",124,"",13898,""
"201404","LRB","LRB","","","DD",,"",,"",116,"",,""
"201404","LRB","LRB","","","SD",,"",,"",8,"",,""
"201404","RS","RS","","","",3297.782,"",,"",1104,"",54286,""
"201404","TAX","TAX","","","",,"",,"",18063,"",87810,""
"201404","Fran_Bus","CTB","1","","DD",,"",,"",731,"",,""
"201404","Fran_Bus","CTB","1","","SD",,"",,"",52,"",,""
"201404","Fran_Bus","CTB","2","","",2224.2533,"",654.9721,"",178,"",19698,""
"201404","Fran_Bus","CTB","2","","DD",,"",,"",164,"",,""
"201404","Fran_Bus","CTB","2","","SD",,"",,"",14,"",,""
"201404","Fran_Bus","NWFB","","","",3820.3529,"",1521.2891,"",723,"",89204,""
"201404","Fran_Bus","NWFB","","","DD",,"",,"",691,"",,""
"201404","Fran_Bus","NWFB","","","SD",,"",,"",32,"",,""
"201404","Fran_Bus","LWB","","","",2121.874,"",,"",174,"",20821,""
"201404","Fran_Bus","LWB","","","DD",,"",,"",174,"",,""
"201404","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201404","Fran_Bus","NLB","","","",706.695,"",,"",111,"",7412,""
"201404","Fran_Bus","NLB","","","DD",,"",,"",2,"",,""
"201404","Fran_Bus","NLB","","","SD",,"",,"",109,"",,""
"201405","Fran_Bus","KMB","","","",24177.024,"",3019.596,"",3836,"",475780,""
"201405","Fran_Bus","KMB","","","DD",,"",,"",3662,"",,""
"201405","Fran_Bus","KMB","","","SD",,"",,"",174,"",,""
"201405","Fran_Bus","CTB","1","","",4610.7117,"",2058.5857,"",779,"",95315,""
"201405","Fran_Bus","CTB","1","","DD",,"",,"",728,"",,""
"201405","Fran_Bus","CTB","1","","SD",,"",,"",51,"",,""
"201405","Fran_Bus","CTB","2","","",2289.649,"",671.5216,"",179,"",19857,""
"201405","Fran_Bus","CTB","2","","DD",,"",,"",165,"",,""
"201405","Fran_Bus","CTB","2","","SD",,"",,"",14,"",,""
"201405","Fran_Bus","NWFB","","","",3863.7461,"",1529.4718,"",721,"",88932,""
"201405","Fran_Bus","NWFB","","","DD",,"",,"",689,"",,""
"201405","Fran_Bus","NWFB","","","SD",,"",,"",32,"",,""
"201405","Fran_Bus","LWB","","","",2204.356,"",,"",172,"",20598,""
"201405","Fran_Bus","LWB","","","DD",,"",,"",172,"",,""
"201405","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201405","Fran_Bus","NLB","","","",695.226,"",,"",112,"",7475,""
"201405","Fran_Bus","NLB","","","DD",,"",,"",2,"",,""
"201405","Fran_Bus","NLB","","","SD",,"",,"",110,"",,""
"201405","Railways","MTRC","","Local","",2740.84,"",,"",1748,"",550718,""
"201405","Railways","MTRC","","Airport","",246.248,"",,"",77,"",7700,""
"201405","Railways","MTRC","","LRT","",666.464,"",,"",138,"",33810,""
"201405","Railways","HKT","","","",436.70009,"",,"",161,"",18515,""
"201405","PLB","GMB","","","",27985.92,"",,"",3114,"",49824,""
"201405","PLB","RMB","","","",,"",,"",1231,"",19696,""
"201405","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201405","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201405","Ferries","LFS","","","",0,"",,"",35,"",10340,""
"201405","LRB","LRB","","","",516.2955,"",,"",124,"",13910,""
"201405","LRB","LRB","","","DD",,"",,"",116,"",,""
"201405","LRB","LRB","","","SD",,"",,"",8,"",,""
"201405","RS","RS","","","",3433.446,"",,"",1100,"",54264,""
"201405","TAX","TAX","","","",,"",,"",18062,"",87680,""
"201406","Railways","MTRC","","Local","",2645.499,"",,"",1748,"",550718,""
"201406","Railways","MTRC","","Airport","",238.625,"",,"",77,"",7700,""
"201406","Railways","MTRC","","LRT","",644.5,"",,"",138,"",33810,""
"201406","Railways","HKT","","","",423.69467,"",,"",161,"",18515,""
"201406","PLB","GMB","","","",27158.692,"",,"",3115,"",49840,""
"201406","PLB","RMB","","","",,"",,"",1226,"",19616,""
"201406","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201406","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201406","Ferries","LFS","","","",0,"",,"",35,"",10340,""
"201406","LRB","LRB","","","",499.035,"",,"",124,"",13918,""
"201406","LRB","LRB","","","DD",,"",,"",116,"",,""
"201406","LRB","LRB","","","SD",,"",,"",8,"",,""
"201406","RS","RS","","","",3331.659,"",,"",1097,"",54354,""
"201406","TAX","TAX","","","",,"",,"",18084,"",87659,""
"201406","Fran_Bus","KMB","","","",23327.125,"",2928.97,"",3832,"",475854,""
"201406","Fran_Bus","KMB","","","DD",,"",,"",3658,"",,""
"201406","Fran_Bus","KMB","","","SD",,"",,"",174,"",,""
"201406","Fran_Bus","CTB","1","","",4484.5344,"",1995.4345,"",780,"",95512,""
"201406","Fran_Bus","CTB","1","","DD",,"",,"",729,"",,""
"201406","Fran_Bus","CTB","1","","SD",,"",,"",51,"",,""
"201406","Fran_Bus","CTB","2","","",2208.8105,"",647.5653,"",178,"",19875,""
"201406","Fran_Bus","CTB","2","","DD",,"",,"",164,"",,""
"201406","Fran_Bus","CTB","2","","SD",,"",,"",14,"",,""
"201406","Fran_Bus","NWFB","","","",3762.0162,"",1493.4919,"",719,"",88668,""
"201406","Fran_Bus","NWFB","","","DD",,"",,"",687,"",,""
"201406","Fran_Bus","NWFB","","","SD",,"",,"",32,"",,""
"201406","Fran_Bus","LWB","","","",2123.037,"",,"",172,"",20736,""
"201406","Fran_Bus","LWB","","","DD",,"",,"",172,"",,""
"201406","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201406","Fran_Bus","NLB","","","",673.253,"",,"",112,"",7475,""
"201406","Fran_Bus","NLB","","","DD",,"",,"",2,"",,""
"201406","Fran_Bus","NLB","","","SD",,"",,"",110,"",,""
"201407","Fran_Bus","KMB","","","",24185.761,"",3072.931,"",3830,"",475721,""
"201407","Fran_Bus","KMB","","","DD",,"",,"",3656,"",,""
"201407","Fran_Bus","KMB","","","SD",,"",,"",174,"",,""
"201407","Fran_Bus","CTB","1","","",4674.597,"",2074.0686,"",784,"",96137,""
"201407","Fran_Bus","CTB","1","","DD",,"",,"",733,"",,""
"201407","Fran_Bus","CTB","1","","SD",,"",,"",51,"",,""
"201407","Fran_Bus","CTB","2","","",2292.6877,"",673.2203,"",175,"",19590,""
"201407","Fran_Bus","CTB","2","","DD",,"",,"",161,"",,""
"201407","Fran_Bus","CTB","2","","SD",,"",,"",14,"",,""
"201407","Fran_Bus","NWFB","","","",3902.9957,"",1555.6864,"",717,"",88406,""
"201407","Fran_Bus","NWFB","","","DD",,"",,"",685,"",,""
"201407","Fran_Bus","NWFB","","","SD",,"",,"",32,"",,""
"201407","Fran_Bus","LWB","","","",2219.007,"",,"",174,"",21007,""
"201407","Fran_Bus","LWB","","","DD",,"",,"",174,"",,""
"201407","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201407","Fran_Bus","NLB","","","",717.784,"",,"",112,"",7475,""
"201407","Fran_Bus","NLB","","","DD",,"",,"",2,"",,""
"201407","Fran_Bus","NLB","","","SD",,"",,"",110,"",,""
"201407","Railways","MTRC","","Local","",2754.094,"",,"",1748,"",550718,""
"201407","Railways","MTRC","","Airport","",246.109,"",,"",77,"",7700,""
"201407","Railways","MTRC","","LRT","",647.133,"",,"",138,"",33810,""
"201407","Railways","HKT","","","",429.27171,"",,"",161,"",18515,""
"201407","PLB","GMB","","","",28091.324,"",,"",3117,"",49872,""
"201407","PLB","RMB","","","",,"",,"",1226,"",19616,""
"201407","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201407","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201407","Ferries","LFS","","","",0,"",,"",35,"",10340,""
"201407","LRB","LRB","","","",512.2479,"",,"",124,"",13918,""
"201407","LRB","LRB","","","DD",,"",,"",116,"",,""
"201407","LRB","LRB","","","SD",,"",,"",8,"",,""
"201407","RS","RS","","","",3474.039,"",,"",1100,"",54590,""
"201407","TAX","TAX","","","",,"",,"",18089,"",87528,""
"201408","Fran_Bus","KMB","","","",23948.46,"",3046.001,"",3861,"",480198,""
"201408","Fran_Bus","KMB","","","DD",,"",,"",3688,"",,""
"201408","Fran_Bus","KMB","","","SD",,"",,"",173,"",,""
"201408","Fran_Bus","CTB","1","","",4657.8545,"",2062.6867,"",784,"",96339,""
"201408","Fran_Bus","CTB","1","","DD",,"",,"",734,"",,""
"201408","Fran_Bus","CTB","1","","SD",,"",,"",50,"",,""
"201408","Fran_Bus","CTB","2","","",2285.5603,"",672.4436,"",175,"",19620,""
"201408","Fran_Bus","CTB","2","","DD",,"",,"",161,"",,""
"201408","Fran_Bus","CTB","2","","SD",,"",,"",14,"",,""
"201408","Fran_Bus","NWFB","","","",3859.432,"",1534.2912,"",715,"",88156,""
"201408","Fran_Bus","NWFB","","","DD",,"",,"",683,"",,""
"201408","Fran_Bus","NWFB","","","SD",,"",,"",32,"",,""
"201408","Fran_Bus","LWB","","","",2225.117,"",,"",175,"",21019,""
"201408","Fran_Bus","LWB","","","DD",,"",,"",175,"",,""
"201408","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201408","Fran_Bus","NLB","","","",739.747,"",,"",112,"",7475,""
"201408","Fran_Bus","NLB","","","DD",,"",,"",2,"",,""
"201408","Fran_Bus","NLB","","","SD",,"",,"",110,"",,""
"201408","Railways","MTRC","","Local","",2752.522,"",,"",1748,"",550718,""
"201408","Railways","MTRC","","Airport","",246.215,"",,"",77,"",7700,""
"201408","Railways","MTRC","","LRT","",642.472,"",,"",138,"",33810,""
"201408","Railways","HKT","","","",420.75139,"",,"",161,"",18515,""
"201408","PLB","GMB","","","",28077.982,"",,"",3115,"",49840,""
"201408","PLB","RMB","","","",,"",,"",1224,"",19584,""
"201408","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201408","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201408","Ferries","LFS","","","",0,"",,"",35,"",10340,""
"201408","LRB","LRB","","","",504.7224,"",,"",124,"",13930,""
"201408","LRB","LRB","","","DD",,"",,"",116,"",,""
"201408","LRB","LRB","","","SD",,"",,"",8,"",,""
"201408","RS","RS","","","",3479.156,"",,"",1105,"",54554,""
"201408","TAX","TAX","","","",,"",,"",18068,"",87296,""
"201409","Fran_Bus","KMB","","","",23005.514,"",2842.265,"",3855,"",479410,""
"201409","TAX","TAX","","","",,"",,"",18048,"",87018,""
"201409","Fran_Bus","KMB","","","SD",,"",,"",173,"",,""
"201409","Fran_Bus","CTB","1","","",4305.0769,"",1914.3336,"",784,"",96274,""
"201409","Fran_Bus","CTB","1","","DD",,"",,"",733,"",,""
"201409","Fran_Bus","CTB","1","","SD",,"",,"",51,"",,""
"201409","Fran_Bus","CTB","2","","",2174.1764,"",634.3594,"",176,"",19740,""
"201409","Fran_Bus","CTB","2","","DD",,"",,"",162,"",,""
"201409","Fran_Bus","CTB","2","","SD",,"",,"",14,"",,""
"201409","Fran_Bus","NWFB","","","",3613.7642,"",1424.2111,"",714,"",87833,""
"201409","Fran_Bus","NWFB","","","DD",,"",,"",679,"",,""
"201409","Fran_Bus","NWFB","","","SD",,"",,"",35,"",,""
"201409","Fran_Bus","LWB","","","",2134.072,"",,"",175,"",21022,""
"201409","Fran_Bus","LWB","","","DD",,"",,"",175,"",,""
"201409","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201409","Fran_Bus","NLB","","","",751.46,"",,"",112,"",7475,""
"201409","Fran_Bus","NLB","","","DD",,"",,"",2,"",,""
"201409","Fran_Bus","NLB","","","SD",,"",,"",110,"",,""
"201409","Railways","MTRC","","Local","",2716.694,"",,"",1748,"",550718,""
"201409","Railways","MTRC","","Airport","",238.97,"",,"",77,"",7700,""
"201409","Railways","MTRC","","LRT","",646.95,"",,"",138,"",33810,""
"201409","Railways","HKT","","","",400.73245,"",,"",161,"",18515,""
"201409","PLB","GMB","","","",27160.227,"",,"",3123,"",49968,""
"201409","PLB","RMB","","","",,"",,"",1217,"",19472,""
"201409","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201409","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201409","Ferries","LFS","","","",0,"",,"",34,"",10117,""
"201409","LRB","LRB","","","",501.4867,"",,"",124,"",13930,""
"201409","LRB","LRB","","","DD",,"",,"",116,"",,""
"201409","LRB","LRB","","","SD",,"",,"",8,"",,""
"201409","RS","RS","","","",3416.152,"",,"",1107,"",54620,""
"201409","Fran_Bus","KMB","","","DD",,"",,"",3682,"",,""
"201410","Fran_Bus","LWB","","","",2216.943,"",,"",176,"",21156,""
"201410","Fran_Bus","LWB","","","DD",,"",,"",176,"",,""
"201410","Fran_Bus","NWFB","","","DD",,"",,"",678,"",,""
"201410","Fran_Bus","NWFB","","","",3262.6703,"",1267.3107,"",713,"",87708,""
"201410","Fran_Bus","CTB","2","","SD",,"",,"",14,"",,""
"201410","Fran_Bus","CTB","2","","DD",,"",,"",161,"",,""
"201410","Fran_Bus","CTB","2","","",2207.1528,"",616.0583,"",175,"",19630,""
"201410","Fran_Bus","CTB","1","","SD",,"",,"",50,"",,""
"201410","Fran_Bus","CTB","1","","DD",,"",,"",733,"",,""
"201410","Fran_Bus","CTB","1","","",3765.3596,"",1722.3352,"",783,"",96247,""
"201410","Fran_Bus","KMB","","","SD",,"",,"",173,"",,""
"201410","Fran_Bus","KMB","","","DD",,"",,"",3667,"",,""
"201410","Fran_Bus","KMB","","","",23696.965,"",2688.582,"",3840,"",477629,""
"201410","Fran_Bus","NLB","","","SD",,"",,"",110,"",,""
"201410","Fran_Bus","NLB","","","DD",,"",,"",2,"",,""
"201410","TAX","TAX","","","",,"",,"",18049,"",86852,""
"201410","RS","RS","","","",3394.867,"",,"",1111,"",54814,""
"201410","LRB","LRB","","","SD",,"",,"",8,"",,""
"201410","LRB","LRB","","","DD",,"",,"",116,"",,""
"201410","LRB","LRB","","","",518.4671,"",,"",124,"",13930,""
"201410","Ferries","LFS","","","",0,"",,"",35,"",10340,""
"201410","Ferries","STF","","","",0,"",,"",11,"",5913,""
"201410","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201410","PLB","RMB","","","",,"",,"",1222,"",19552,""
"201410","PLB","GMB","","","",28093.915,"",,"",3123,"",49968,""
"201410","Railways","HKT","","","",264.20074,"",,"",161,"",18515,""
"201410","Railways","MTRC","","LRT","",667.651,"",,"",138,"",33810,""
"201410","Railways","MTRC","","Airport","",246.424,"",,"",77,"",7700,""
"201410","Railways","MTRC","","Local","",2805.88,"",,"",1748,"",550718,""
"201410","Fran_Bus","NLB","","","",736.565,"",,"",112,"",7475,""
"201410","Fran_Bus","LWB","","","SD",,"",,"",0,"",,""
"201410","Fran_Bus","NWFB","","","SD",,"",,"",35,"",,""
"201411","RS","RS","","","",3365.541,"",,"",1110,"",54766,""
"201411","LRB","LRB","","","SD",,"",,"",8,"",,""
"201411","LRB","LRB","","","DD",,"",,"",116,"",,""
"201411","Fran_Bus","NWFB","","","SD",,"",,"",35,"",,""
"201411","Fran_Bus","NWFB","","","DD",,"",,"",677,"",,""
"201411","Fran_Bus","NWFB","","","",3306.4192,"",1325.1407,"",712,"",87563,""
"201411","Fran_Bus","CTB","2","","SD",,"",,"",14,"",,""
"201411","Fran_Bus","CTB","2","","DD",,"",,"",162,"",,""
"201411","Fran_Bus","CTB","2","","",2123.0831,"",586.1391,"",176,"",19740,""
"201411","Fran_Bus","CTB","1","","SD",,"",,"",51,"",,""
"201411","Fran_Bus","CTB","1","","DD",,"",,"",731,"",,""
"201411","Fran_Bus","CTB","1","","",3923.7944,"",1789.6072,"",782,"",96005,""
"201411","Fran_Bus","KMB","","","SD",,"",,"",173,"",,""
"201411","Fran_Bus","KMB","","","DD",,"",,"",3666,"",,""
"201411","Fran_Bus","KMB","","","",22888.221,"",2691.984,"",3839,"",477762,""
"201411","LRB","LRB","","","",502.4475,"",,"",124,"",13930,""
"201411","Ferries","LFS","","","",0,"",,"",35,"",10340,""
"201411","TAX","TAX","","","",,"",,"",18070,"",86843,""
"201411","Ferries","NWFF","","","",0,"",,"",21,"",13891,""
"201411","PLB","RMB","","","",,"",,"",1213,"",19408,""
"201411","PLB","GMB","","","",27195.202,"",,"",3131,"",50096,""
"201411","Railways","HKT","","","",275.08374,"",,"",161,"",18515,""
"201411","Railways","MTRC","","LRT","",645.368,"",,"",138,"",33810,""
"201411","Railways","MTRC","","Airport","",238.66,"",,"",77,"",7700,""
